wavelength, flux, error 
498.5,0.911,0.046
498.6,0.959,0.048
498.7,0.969,0.048
498.8,0.952,0.048
498.9,0.88,0.044
499,0.974,0.049
499.1,0.896,0.045
499.2,1.022,0.051
499.3,0.98,0.049
499.4,0.871,0.044
499.5,0.986,0.049
499.6,1.012,0.051
499.7,0.987,0.049
499.8,0.958,0.048
499.9,0.965,0.048
