Star ID,V (mag),B-V color (mag),Parallax (milliarcsec),Parallax Uncertainty (milliarcsec)
3422.00,5.25,0.96,28.2,84.0
3423.00,11.13,0.68,20.7,209.0
3423.20,10.64,1.43,31.8,150.0
3424.00,8.42,0.68,52.5,146.0
3424.01,15.01,1.59,24.3,41.0
3424.02,6.10,0.96,11.9,55.0
3424.11,11.46,1.51,82.2,99.0
3424.12,9.32,1.05,58.4,184.0
3425.00,9.08,0.77,33.5,17.0
3427.00,3.41,0.92,41.4,127.0
3427.02,15.32,1.63,31.4,45.0
3428.01,14.26,1.66,67.4,31.0
3429.00,4.54,-0.08,28.9,186.0
3429.01,13.45,1.51,42.5,31.0
3429.02,14.12,0.06,20.9,42.0
3431.00,8.43,0.77,22.4,106.0
3432.00,5.89,1.53,5.5,149.0
3432.01,12.29,0.75,5.5,44.0
3433.00,6.45,0.70,33.1,92.0
3434.00,9.29,0.78,46.7,127.0
3435.00,6.68,0.68,22.1,65.0
3437.00,4.91,0.37,12.0,149.0
3438.00,6.60,0.77,57.6,36.0
3439.00,9.84,1.13,48.6,64.0
3440.00,4.86,1.25,2.1,149.0
3443.00,2.89,0.00,8.3,161.0
3443.10,4.07,0.09,51.2,137.0
3444.00,5.33,1.09,20.8,73.0
3445.00,5.26,0.03,23.9,72.0
3446.00,5.63,0.18,19.0,111.0
3447.00,12.63,1.47,37.4,141.0
3447.01,13.58,1.28,11.9,32.0
3448.00,9.09,0.65,13.9,160.0
3449.00,3.47,0.95,27.6,84.0
3449.10,7.87,0.74,25.3,122.0
3451.00,4.34,1.10,16.9,127.0
3451.01,13.87,1.46,13.5,28.0
3454.00,10.35,1.22,44.5,117.0
3455.00,5.13,0.53,48.2,72.0
3456.01,6.58,0.56,19.6,109.0
3457.00,5.06,0.54,34.9,54.0
3458.00,10.56,1.60,157.9,56.0
3459.01,13.81,0.91,14.9,51.0
3459.10,8.53,0.58,8.8,111.0
3460.00,7.55,0.54,13.7,102.0
3461.00,7.96,0.74,33.6,89.0
3462.00,5.65,0.65,63.9,101.0
3462.01,5.67,0.48,27.0,150.0
3463.00,5.00,0.50,29.9,83.0
3465.00,3.56,1.54,11.8,137.0
3466.00,6.35,1.06,32.9,77.0
3467.00,7.69,0.70,58.9,110.0
3467.00,8.29,0.70,58.9,110.0
3468.00,5.35,1.19,6.3,71.0
3469.00,5.51,1.02,2.1,72.0
3470.00,8.92,0.95,27.1,78.0
3471.00,9.47,1.33,60.1,163.0
3472.00,5.02,1.37,16.0,83.0
3472.01,7.99,0.95,40.0,99.0
3472.02,10.11,1.51,95.0,120.0
3473.00,8.30,1.00,42.2,103.0
3474.00,5.37,-0.07,3.3,111.0
3474.11,16.63,-0.04,16.2,70.0
3475.00,5.37,-0.11,5.7,117.0
3478.00,4.94,0.44,33.8,73.0
3479.00,4.60,0.00,9.7,117.0
3480.00,5.62,0.58,59.8,58.0
3481.00,13.68,1.77,85.1,29.0
3481.10,8.84,1.05,16.0,106.0
3482.00,10.12,0.55,31.4,133.0
3483.00,4.31,0.31,29.0,43.0
3484.00,3.05,0.05,0.2,68.0
3484.01,11.16,0.97,18.1,108.0
3485.00,5.79,1.27,7.0,72.0
3486.00,5.17,1.66,14.4,84.0
3487.00,7.69,0.77,55.8,150.0
3488.11,15.44,1.83,47.6,50.0
3489.00,5.24,1.74,3.2,149.0
3490.00,3.29,1.16,38.8,107.0
3491.00,6.98,0.81,62.7,59.0
3493.00,8.72,0.69,20.9,146.0
3494.00,5.17,0.23,29.1,70.0
3495.00,3.68,0.28,29.4,128.0
3495.00,3.92,0.28,29.4,128.0
3496.00,13.77,1.35,17.0,38.0
3499.01,14.38,1.59,25.8,22.0
3499.02,15.44,1.61,22.6,27.0
3501.00,9.31,1.52,165.4,62.0
3501.01,14.17,1.73,51.1,44.0
3501.02,10.35,1.11,30.3,85.0
3501.02,10.97,1.12,30.3,85.0
3503.00,6.87,0.49,23.7,98.0
3505.00,5.52,0.18,16.7,137.0
3506.00,5.02,1.59,19.8,73.0
3507.00,4.11,1.17,35.7,127.0
3508.00,5.02,0.07,11.5,49.0
3509.00,8.14,0.85,30.0,88.0
3510.00,5.15,1.30,9.0,117.0
3511.00,4.62,1.01,23.9,76.0
3512.00,4.14,-0.13,23.7,98.0
3513.00,5.43,1.50,15.3,137.0
3513.01,15.22,1.59,16.0,38.0
3514.00,5.79,0.96,2.8,84.0
3515.00,8.38,0.67,26.5,106.0
3515.01,13.42,1.51,19.1,29.0
3515.02,13.83,1.56,48.5,34.0
3516.00,3.91,1.01,39.4,161.0
3517.00,3.80,0.26,17.2,58.0
3517.10,12.84,1.61,81.6,137.0
3518.00,10.85,1.35,10.3,150.0
3519.00,2.23,-0.02,38.7,82.0
3520.00,12.40,1.58,70.3,21.0
3521.00,3.58,1.38,41.5,106.0
3522.00,4.33,1.42,14.9,127.0
3522.01,12.69,1.51,53.8,35.0
3524.00,5.44,0.00,13.3,137.0
3525.00,12.71,1.58,74.9,38.0
3526.00,5.11,1.64,4.5,111.0
3527.00,5.26,0.95,29.1,98.0
3529.00,5.95,0.48,27.9,92.0
3530.00,12.82,1.37,38.4,96.0
3531.00,6.77,0.91,42.5,32.0
3531.10,9.85,0.64,38.0,150.0
3532.00,7.10,0.50,14.2,84.0
3533.00,4.67,0.99,29.0,149.0
3534.00,7.00,0.79,14.4,133.0
3535.00,5.24,0.88,19.5,98.0
3536.00,4.64,0.40,58.3,106.0
3537.00,4.96,1.58,17.8,68.0
3538.00,4.96,1.33,29.9,106.0
3540.00,6.58,0.67,37.3,65.0
3541.00,5.75,0.36,8.6,99.0
3542.00,5.07,-0.12,16.5,60.0
3543.00,9.04,0.77,16.0,150.0
3544.10,8.85,0.09,15.4,106.0
3545.00,5.24,0.98,6.9,127.0
3546.00,4.74,1.57,38.8,127.0
3547.00,11.84,1.60,101.6,44.0
3547.01,11.94,1.57,74.2,48.0
3547.02,14.98,1.56,5.5,34.0
3548.00,4.52,0.04,17.2,55.0
3549.00,5.33,0.04,30.0,98.0
3550.00,5.81,0.20,19.7,98.0
3552.00,7.21,0.49,16.4,16.0
3554.00,3.84,0.00,27.3,50.0
3554.00,3.84,0.00,27.3,50.0
3554.10,10.88,1.20,21.5,150.0
3555.00,10.70,1.29,56.1,222.0
3557.00,2.65,1.17,45.0,20.0
3561.00,9.45,0.65,18.4,120.0
3562.00,12.36,1.15,10.1,122.0
3563.00,8.10,0.66,14.0,150.0
3564.01,16.57,1.93,33.5,20.0
3565.00,5.51,-0.07,8.2,72.0
3566.01,12.62,1.24,0.2,50.0
3567.00,6.01,0.72,74.6,101.0
3567.01,14.36,1.55,26.0,33.0
3569.00,3.67,0.06,37.2,96.0
3570.00,4.43,0.60,84.9,40.0
3571.00,7.40,0.62,13.6,154.0
3574.00,7.43,0.81,33.6,125.0
3575.00,12.22,1.65,73.5,35.0
3575.10,10.72,1.19,49.7,150.0
3577.00,4.09,1.62,17.3,89.0
3578.00,8.89,0.18,4.7,150.0
3580.00,3.53,-0.04,5.1,68.0
3581.00,5.85,0.77,13.1,86.0
3581.01,14.87,1.45,13.7,50.0
3583.00,5.19,0.04,15.3,72.0
3584.00,5.23,1.02,26.7,82.0
3585.00,4.63,0.80,12.5,125.0
3586.00,5.09,1.13,4.6,117.0
3586.01,13.16,1.64,58.9,38.0
3587.00,3.71,0.15,37.8,78.0
3588.00,5.11,0.12,11.5,77.0
3589.00,2.85,0.29,82.0,150.0
3590.00,4.76,1.54,8.0,19.0
3591.00,7.68,0.78,49.0,150.0
3591.10,9.38,1.41,47.4,52.0
3592.00,4.82,1.00,34.6,73.0
3593.00,4.32,0.04,17.2,76.0
3594.00,4.15,1.02,35.5,117.0
3595.00,6.10,0.60,42.3,102.0
3596.00,4.62,0.56,59.2,61.0
3596.01,9.70,1.07,51.9,37.0
3596.02,13.18,1.53,39.9,30.0
3596.04,9.70,1.07,6.2,163.0
3597.00,9.31,1.18,34.2,120.0
3598.00,8.62,0.38,9.2,137.0
3599.00,5.44,1.59,23.8,88.0
3600.00,5.12,0.12,23.4,86.0
3602.00,8.05,1.12,58.9,97.0
3602.01,15.95,1.76,41.5,40.0
3603.00,5.37,1.65,33.6,128.0
3604.00,3.85,0.48,86.8,47.0
3605.00,5.45,0.33,43.2,84.0
3606.00,15.32,1.59,31.7,86.0
3607.00,13.36,1.47,23.8,33.0
3608.00,8.96,0.64,14.6,150.0
3609.00,4.99,1.00,17.5,127.0
3610.00,8.50,0.64,9.6,150.0
3611.00,2.89,-0.19,8.8,137.0
3611.00,2.89,-0.19,8.8,137.0
3612.00,4.15,1.23,22.5,82.0
3613.00,7.54,0.74,44.0,150.0
3613.01,14.18,1.59,22.4,47.0
3613.02,11.88,0.65,26.1,120.0
3613.03,10.48,1.52,98.1,120.0
3614.00,8.01,0.77,43.2,75.0
3615.00,5.47,0.52,33.9,92.0
3616.00,9.20,0.77,7.7,150.0
3617.00,9.54,0.89,44.3,95.0
3617.01,14.00,1.58,40.0,51.0
3617.10,6.92,0.49,25.8,150.0
3618.00,4.95,0.26,20.2,72.0
3619.00,10.02,0.62,9.6,150.0
3620.00,4.63,0.24,20.0,137.0
3621.00,4.65,0.92,20.0,127.0
3622.00,11.70,0.73,33.7,377.0
3624.00,9.04,0.86,42.3,133.0
3625.01,15.18,1.66,25.7,43.0
3626.00,5.41,0.60,39.6,102.0
3627.00,5.00,1.22,30.0,137.0
3628.00,4.99,-0.07,7.9,111.0
3629.00,7.86,0.60,13.6,150.0
3629.10,14.36,0.17,30.2,33.0
3630.00,12.51,1.56,61.4,128.0
3631.00,4.83,0.07,10.0,84.0
3632.00,8.65,0.91,40.0,92.0
3633.00,12.55,1.63,100.3,31.0
3634.00,7.22,0.72,48.1,98.0
3635.00,7.29,0.66,37.8,133.0
3636.00,4.16,0.47,43.0,42.0
3636.00,4.77,0.47,43.0,42.0
3637.00,7.43,0.74,45.0,53.0
3637.00,6.96,0.77,45.0,53.0
3637.02,9.99,1.29,41.9,70.0
3638.00,7.85,0.82,41.6,92.0
3638.00,8.34,0.82,41.6,92.0
3639.00,4.72,0.23,33.1,120.0
3640.00,2.62,-0.07,6.2,120.0
3641.00,7.40,1.04,58.4,83.0
3641.01,17.70,1.07,26.5,65.0
3642.00,9.86,0.46,3.5,34.0
3643.00,7.10,0.77,53.0,84.0
3644.00,4.01,0.52,48.7,84.0
3645.00,10.32,1.25,31.9,141.0
3649.00,8.28,0.78,22.7,85.0
3649.01,14.20,1.72,72.5,34.0
3650.00,6.66,0.73,71.9,47.0
3651.00,4.32,0.84,19.4,117.0
3652.00,7.10,0.85,75.0,150.0
3652.01,9.90,1.17,42.9,65.0
3652.02,11.55,1.46,36.5,64.0
3652.03,14.75,1.76,47.1,27.0
3653.00,7.45,0.52,19.8,97.0
3654.00,8.61,0.96,56.2,121.0
3655.00,10.50,1.24,49.1,117.0
3656.00,9.74,0.73,30.1,107.0
3656.01,13.33,1.64,45.9,37.0
3657.00,5.00,0.95,2.0,60.0
3658.00,10.50,1.16,39.9,88.0
3659.00,5.97,1.00,30.8,62.0
3660.00,5.37,1.45,8.4,82.0
3661.00,9.88,0.56,6.3,202.0
3662.00,5.13,1.12,23.5,137.0
3662.01,13.85,0.06,22.2,35.0
3664.00,4.76,1.01,28.7,116.0
3665.00,4.68,1.69,18.2,137.0
3666.00,5.27,1.41,18.2,149.0
3667.00,4.26,-0.07,16.4,98.0
3668.00,4.94,1.04,20.1,117.0
3669.00,7.53,0.83,67.0,75.0
3670.00,5.44,-0.02,8.8,98.0
3670.01,10.71,0.90,14.3,34.0
3671.00,4.01,0.04,22.8,96.0
3672.00,3.85,1.11,27.4,137.0
3673.00,4.94,0.09,18.9,72.0
3674.00,8.66,0.66,17.1,150.0
3675.01,15.09,0.23,54.5,47.0
3677.00,6.67,0.90,61.9,98.0
3677.10,11.90,0.97,21.4,137.0
3677.11,13.41,1.20,5.7,48.0
3678.00,7.57,1.06,46.1,107.0
3679.00,5.48,1.47,11.2,110.0
3680.00,5.22,1.42,29.7,106.0
3680.01,15.67,0.07,15.3,43.0
3681.00,6.68,0.76,53.1,52.0
3682.00,9.26,0.74,12.5,107.0
3683.00,5.44,1.73,17.5,117.0
3684.00,2.74,1.58,30.2,54.0
3684.01,6.39,0.80,1.7,150.0
3685.00,8.56,0.71,9.9,111.0
3685.01,14.80,1.61,35.3,29.0
3687.00,5.50,0.65,62.9,67.0
3687.01,12.90,1.54,55.9,33.0
3688.00,9.77,0.60,19.7,106.0
3689.00,5.64,0.51,47.3,33.0
3690.00,5.69,1.12,12.3,125.0
3691.00,8.54,0.42,7.2,150.0
3692.00,8.74,1.09,32.1,53.0
3692.00,8.74,1.16,32.1,53.0
3693.00,4.78,0.02,30.5,149.0
3693.01,13.40,-0.25,8.2,139.0
3694.00,4.02,1.08,42.3,137.0
3695.00,7.67,0.61,41.3,106.0
3696.00,3.24,0.96,40.8,83.0
3697.00,8.95,0.95,36.4,66.0
3698.00,5.49,0.47,28.6,137.0
3700.00,7.69,0.66,37.5,65.0
3701.00,10.60,1.57,130.6,97.0
3701.00,10.57,1.58,130.6,97.0
3702.00,6.86,0.57,24.6,98.0
3704.00,4.55,0.84,3.2,117.0
3705.00,9.96,1.46,46.4,56.0
3706.00,8.32,0.69,12.9,150.0
3707.11,17.18,1.89,28.7,30.0
3707.12,10.70,1.40,29.7,35.0
3708.00,11.83,1.48,44.7,94.0
3709.00,7.90,0.63,42.0,79.0
3710.00,11.51,0.71,18.7,150.0
3710.01,6.05,0.94,10.6,103.0
3712.00,8.60,1.41,83.3,27.0
3713.00,5.46,0.40,40.9,98.0
3714.00,3.89,-0.15,28.5,150.0
3715.01,11.00,-0.14,65.5,76.0
3716.00,4.82,0.34,42.3,93.0
3716.10,10.24,1.47,49.0,173.0
3717.00,5.40,0.62,63.5,101.0
3717.10,12.26,1.41,31.8,125.0
3718.00,3.75,0.27,19.9,125.0
3718.01,8.98,1.30,69.6,61.0
3719.00,4.91,0.55,92.4,127.0
3720.00,3.89,0.91,54.0,161.0
3722.00,9.22,0.58,23.0,94.0
3723.00,4.85,0.97,13.4,125.0
3725.00,5.20,1.60,2.7,88.0
3726.00,8.45,0.73,22.7,111.0
3727.00,5.39,1.53,22.6,98.0
3728.00,8.40,0.96,60.3,97.0
3729.00,5.27,0.36,26.7,127.0
3730.00,10.40,1.45,67.4,101.0
3731.00,4.95,0.37,40.8,73.0
3731.01,13.48,1.42,18.8,32.0
3732.00,4.57,0.00,37.5,84.0
3733.00,10.27,1.49,131.2,48.0
3734.00,7.69,0.56,38.3,97.0
3735.01,12.49,1.42,27.7,27.0
3736.00,5.20,1.23,3.6,127.0
3737.00,5.25,1.12,13.5,72.0
3738.00,5.23,1.72,9.3,72.0
3739.00,4.63,0.17,25.2,93.0
3740.00,2.74,0.91,44.3,73.0
3740.01,10.56,0.71,29.7,120.0
3740.03,10.12,1.58,151.1,25.0
3740.04,16.12,0.37,42.8,37.0
3740.05,8.83,1.23,53.1,86.0
3741.00,0.96,1.83,22.9,79.0
3741.00,0.92,1.93,22.9,79.0
3742.00,5.39,1.46,6.3,76.0
3743.00,8.82,0.77,34.5,104.0
3744.00,7.40,0.58,36.4,101.0
3745.00,7.02,0.84,50.2,51.0
3746.00,10.08,1.58,244.0,42.0
3747.00,7.24,0.86,54.8,97.0
3747.01,13.84,0.17,62.7,20.0
3748.00,10.07,1.23,26.0,162.0
3749.01,15.50,1.49,8.9,66.0
3751.00,5.04,1.52,18.5,84.0
3752.00,4.28,0.92,13.3,161.0
3753.00,7.27,0.54,30.6,70.0
3754.00,2.77,0.94,22.5,62.0
3755.00,3.82,0.01,21.7,19.0
3756.00,5.52,0.93,12.5,137.0
3757.00,5.25,1.29,0.5,98.0
3759.00,4.45,0.13,25.4,97.0
3759.10,8.80,1.19,16.0,150.0
3759.11,12.76,1.57,53.5,29.0
3761.00,4.84,1.49,9.7,21.0
3762.00,8.85,0.88,39.9,80.0
3762.01,13.04,1.67,77.4,110.0
3762.02,12.13,1.47,51.5,36.0
3763.00,5.00,-0.06,14.7,73.0
3764.00,7.70,0.58,29.6,146.0
3764.10,12.44,1.47,51.1,149.0
3765.00,4.24,1.06,32.3,106.0
3767.00,9.62,0.74,25.8,30.0
3767.10,2.82,-0.25,18.8,149.0
3768.00,4.16,1.57,20.3,137.0
3768.02,13.82,1.46,8.0,41.0
3769.00,9.11,0.61,7.3,84.0
3769.10,10.35,0.95,20.8,92.0
3770.00,7.03,0.61,35.9,150.0
3771.00,8.97,0.99,34.8,150.0
3772.00,4.20,-0.01,6.7,98.0
3773.00,5.75,0.82,94.8,46.0
3774.00,5.56,0.26,28.8,76.0
3774.01,11.05,1.35,42.0,80.0
3774.02,13.79,1.65,65.2,42.0
3775.01,14.82,0.41,66.2,30.0
3775.02,14.21,1.42,20.8,30.0
3775.03,12.90,1.60,69.2,25.0
3776.00,8.19,0.09,11.6,130.0
3778.00,7.12,0.54,31.0,95.0
3779.00,8.05,0.77,38.6,108.0
3780.00,9.49,1.20,57.0,127.0
3781.00,6.30,1.32,10.0,146.0
3781.01,16.90,0.41,25.5,46.0
3782.00,8.52,0.60,27.6,149.0
3783.10,12.73,1.64,104.0,137.0
3783.20,10.22,0.99,46.4,127.0
3784.00,11.57,1.55,57.4,66.0
3786.00,6.34,1.00,16.0,69.0
3787.00,8.67,0.89,39.8,106.0
3787.01,13.69,1.70,89.0,23.0
3788.01,14.66,0.18,35.0,32.0
3789.00,4.96,1.11,44.9,104.0
3790.00,7.25,0.62,45.0,67.0
3791.00,5.29,1.08,14.6,98.0
3792.00,4.90,1.55,17.0,111.0
3793.00,11.36,1.60,65.0,101.0
3794.00,5.13,-0.08,3.5,149.0
3795.00,5.74,0.32,29.5,98.0
3796.01,15.70,0.41,6.7,100.0
3797.00,10.02,1.15,50.9,133.0
3798.00,7.96,0.69,15.7,163.0
3798.01,15.11,1.63,25.8,50.0
3799.00,2.81,0.65,101.3,29.0
3800.00,7.06,0.62,45.8,129.0
3802.00,1.92,1.44,29.6,173.0
3802.01,15.04,0.26,47.4,35.0
3803.00,3.53,0.92,34.1,67.0
3804.00,6.60,0.48,34.6,84.0
3805.00,6.58,0.88,28.6,78.0
3806.00,10.30,1.04,23.4,133.0
3807.00,4.83,1.22,8.6,73.0
3808.01,15.65,1.95,74.7,43.0
3809.00,10.59,1.41,40.8,150.0
3810.00,9.02,1.04,34.6,59.0
3810.00,8.37,1.07,34.6,59.0
3811.00,5.56,1.66,22.2,134.0
3813.00,5.15,1.53,8.9,77.0
3814.00,3.76,1.57,22.6,117.0
3815.00,8.11,1.37,101.6,38.0
3815.01,7.38,0.91,17.7,150.0
3815.02,11.64,1.49,65.9,101.0
3816.00,11.04,0.73,50.9,150.0
3816.01,7.90,0.29,112.9,413.0
3818.00,8.09,0.78,31.1,101.0
3819.00,5.24,-0.02,11.3,72.0
3820.00,7.57,0.80,48.9,109.0
3821.00,4.85,0.38,44.1,111.0
3821.01,13.65,-0.11,27.3,33.0
3822.00,6.32,1.14,46.0,174.0
3823.00,2.29,1.15,32.0,128.0
3824.00,10.07,1.10,35.0,150.0
3825.00,8.06,1.08,11.3,174.0
3826.00,4.65,0.47,14.8,125.0
3826.11,16.15,-0.26,5.4,61.0
3827.00,8.41,0.82,34.6,28.0
3828.00,8.93,0.60,11.8,150.0
3829.00,5.49,0.10,23.5,94.0
3829.01,8.90,1.02,35.9,84.0
3829.10,9.75,1.27,14.3,150.0
3830.00,4.82,0.09,4.9,84.0
3831.00,5.51,0.05,19.4,77.0
3832.01,12.24,0.16,81.9,46.0
3832.10,9.24,1.06,27.4,150.0
3833.00,5.98,0.42,26.2,71.0
3834.00,3.62,1.37,26.7,101.0
3835.00,5.04,1.25,9.6,111.0
3835.01,9.42,1.19,42.6,119.0
3836.00,6.66,0.47,18.2,50.0
3837.00,6.64,0.76,61.0,51.0
3839.00,5.32,0.29,10.3,111.0
3840.00,5.25,1.08,20.2,68.0
3840.10,4.38,-0.08,27.8,98.0
3841.00,11.90,1.19,58.0,163.0
3844.00,11.70,1.70,169.8,66.0
3845.00,9.69,1.57,154.8,6.0
3845.00,9.04,1.58,154.8,6.0
3846.00,11.44,1.51,58.3,90.0
3847.00,3.13,1.60,41.8,161.0
3848.00,6.81,0.65,33.0,72.0
3849.00,5.41,0.97,9.6,94.0
3851.00,5.35,1.41,20.4,112.0
3851.01,13.67,0.96,12.4,44.0
3852.00,4.06,1.45,3.3,127.0
3852.01,12.28,1.60,104.4,136.0
3853.00,8.33,1.16,72.7,150.0
3853.00,8.50,1.16,72.7,150.0
3854.01,14.04,0.26,43.0,31.0
3855.00,3.20,1.15,29.2,76.0
3855.01,10.67,1.36,27.4,42.0
3855.10,7.07,0.68,13.5,98.0
3857.00,9.62,1.59,103.1,43.0
3858.01,7.83,0.98,57.5,34.0
3860.00,4.89,0.48,54.1,51.0
3861.00,7.12,0.58,58.4,149.0
3862.00,4.82,1.48,12.3,22.0
3863.00,6.41,0.38,26.7,150.0
3864.00,4.23,0.89,8.6,99.0
3865.00,3.92,-0.01,24.2,78.0
3866.00,8.72,0.67,16.4,146.0
3868.00,7.40,0.56,18.9,150.0
3869.00,5.25,0.02,20.8,98.0
3869.10,5.75,1.02,16.3,84.0
3870.00,6.59,0.83,70.1,106.0
3871.00,10.41,0.82,18.9,133.0
3872.00,4.98,1.60,5.3,84.0
3873.00,6.52,0.76,29.5,73.0
3874.00,8.18,0.63,28.0,146.0
3874.01,14.98,1.63,29.2,46.0
3876.00,6.41,0.71,15.5,133.0
3877.00,6.77,0.73,62.3,60.0
3878.00,7.73,1.16,101.1,33.0
3878.01,12.26,1.55,58.2,32.0
3879.00,6.25,1.56,9.0,141.0
3880.00,10.08,1.44,105.1,78.0
3881.00,6.01,0.58,39.7,61.0
3881.01,12.41,1.45,10.3,120.0
3882.00,4.91,0.12,19.5,84.0
3882.01,13.56,1.75,105.4,25.0
3883.00,8.29,1.05,53.0,150.0
3884.00,7.41,0.89,68.7,81.0
3885.00,6.10,0.96,13.7,65.0
3886.00,8.65,1.04,45.0,79.0
3887.00,5.56,1.30,12.7,84.0
3888.00,8.15,1.20,6.2,169.0
3888.01,14.02,1.87,78.0,53.0
3889.00,11.60,1.57,68.1,29.0
3889.01,15.17,0.48,57.0,54.0
3890.00,5.65,0.47,37.2,70.0
3891.00,7.32,0.59,10.2,84.0
3892.00,5.08,0.86,15.2,137.0
3892.10,5.56,0.52,14.7,98.0
3894.00,5.39,0.31,13.4,68.0
3895.00,2.43,0.06,51.0,106.0
3895.00,3.02,0.06,51.0,106.0
3896.00,3.33,0.41,59.5,110.0
3897.00,9.20,0.86,19.8,70.0
3897.01,14.30,0.02,3.2,182.0
3898.00,5.08,1.28,18.6,84.0
3899.01,11.83,1.48,132.8,28.0
3900.00,8.32,0.86,35.7,86.0
3900.10,11.38,1.60,84.6,28.0
3900.10,11.98,1.60,84.6,28.0
3902.00,11.65,1.46,49.2,97.0
3903.00,7.26,1.24,21.5,122.0
3903.01,8.85,1.16,49.5,66.0
3904.01,12.05,1.61,63.0,122.0
3905.00,3.17,-0.12,24.0,64.0
3906.00,5.96,0.58,41.0,97.0
3906.01,6.62,0.60,21.6,150.0
3907.00,9.38,1.49,154.0,36.0
3907.00,9.96,1.49,154.0,36.0
3908.00,5.07,0.85,187.4,93.0
3909.00,7.01,0.60,45.2,97.0
3910.00,6.12,0.48,20.6,106.0
3911.00,10.15,1.26,38.9,34.0
3913.00,6.34,1.16,177.4,97.0
3913.01,14.67,1.73,77.2,54.0
3913.11,12.37,1.52,27.1,36.0
3914.00,9.34,0.58,3.1,133.0
3915.00,6.90,0.29,4.8,111.0
3916.00,3.14,0.08,39.2,61.0
3917.00,5.88,0.06,0.1,89.0
3918.00,4.73,1.14,14.5,45.0
3919.00,5.53,0.79,129.3,88.0
3919.00,5.48,0.80,129.3,88.0
3920.00,4.78,1.21,12.4,117.0
3921.00,3.16,1.44,23.1,96.0
3922.00,5.56,0.21,13.0,84.0
3923.00,5.20,1.10,11.6,89.0
3924.00,6.27,0.99,139.5,63.0
3924.00,5.91,1.04,139.5,63.0
3925.00,6.67,0.62,13.9,150.0
3925.01,15.12,1.80,78.7,33.0
3926.00,8.45,0.67,25.8,188.0
3926.01,14.36,0.11,28.1,26.0
3927.00,4.82,-0.17,9.4,89.0
3928.00,8.94,0.70,28.9,146.0
3929.00,10.95,1.12,37.1,150.0
3932.00,4.65,0.05,14.8,84.0
3933.00,7.97,0.68,9.6,98.0
3933.01,6.32,0.85,27.4,86.0
3934.00,5.65,0.98,15.1,141.0
3935.00,4.39,0.39,59.5,97.0
3936.00,4.33,0.03,24.9,78.0
3937.00,6.32,1.09,1.4,84.0
3937.10,10.44,0.62,9.6,150.0
3938.00,7.97,0.60,12.0,73.0
3939.00,10.04,1.12,22.8,150.0
3940.00,5.00,1.62,7.1,98.0
3941.00,11.41,1.55,93.8,21.0
3942.00,5.38,0.03,9.5,84.0
3943.00,6.95,0.60,26.8,39.0
3944.00,11.37,1.56,77.5,44.0
3945.00,5.12,-0.03,8.5,98.0
3946.00,5.39,0.62,73.7,56.0
3947.00,2.85,1.46,31.6,137.0
3948.00,5.35,1.55,26.2,137.0
3948.10,11.64,1.50,48.1,127.0
3948.11,10.84,1.41,42.6,120.0
3949.00,6.43,0.43,9.3,111.0
3949.01,14.40,1.70,58.6,49.0
3950.00,5.23,1.06,28.2,137.0
3950.10,6.87,0.50,19.2,111.0
3951.00,5.51,0.68,20.6,72.0
3952.00,5.85,0.93,11.5,150.0
3954.00,4.17,0.28,43.2,97.0
3955.00,7.53,1.36,130.0,34.0
3956.00,4.29,0.40,19.3,127.0
3958.00,9.37,1.54,216.8,71.0
3958.01,15.20,1.45,15.9,50.0
3958.02,10.90,0.67,73.7,179.0
3959.00,4.54,0.39,30.5,75.0
3959.01,8.10,0.76,19.4,19.0
3960.00,4.34,1.50,5.4,72.0
3961.00,9.58,1.46,83.8,106.0
3962.00,9.59,0.84,18.2,74.0
3964.00,8.50,0.59,14.2,62.0
3964.01,13.70,1.77,50.1,26.0
3966.00,7.68,0.82,27.4,125.0
3967.00,5.44,0.22,10.5,73.0
3969.00,5.85,0.12,12.4,141.0
3969.10,2.95,-0.17,5.7,150.0
3970.00,5.31,0.72,55.3,44.0
3970.00,5.98,0.72,55.3,44.0
3971.00,7.63,0.60,20.4,150.0
3972.00,6.43,0.76,76.0,58.0
3973.00,4.81,0.00,38.3,149.0
3974.00,9.11,0.23,17.1,122.0
3975.00,8.97,1.15,47.7,41.0
3975.00,9.55,1.15,47.7,41.0
3975.10,9.30,1.49,106.4,44.0
3977.00,8.16,0.67,26.7,117.0
3977.01,14.71,1.68,23.9,36.0
3978.00,4.41,1.44,13.7,73.0
3980.00,13.64,1.31,4.9,173.0
3981.00,10.15,1.56,81.9,150.0
3982.00,2.79,0.98,8.4,81.0
3984.00,6.56,0.65,54.1,66.0
3984.01,8.95,0.64,4.8,20.0
3986.00,5.64,0.48,31.2,98.0
3988.00,7.63,0.59,12.7,111.0
3989.00,5.69,1.01,28.9,141.0
3989.02,13.26,1.50,26.9,46.0
3990.00,4.29,1.09,16.3,117.0
3990.01,12.73,1.47,35.6,36.0
3991.00,8.98,0.63,49.7,115.0
3991.00,9.40,0.63,49.7,115.0
3992.00,10.96,1.65,210.7,70.0
3994.00,5.74,1.09,16.2,84.0
3995.00,7.42,0.51,14.5,75.0
3996.00,8.38,0.57,30.2,87.0
3997.00,5.25,0.20,55.2,137.0
3998.00,1.87,0.40,25.1,137.0
3999.00,4.87,0.28,32.6,94.0
4000.00,2.08,0.15,63.8,44.0
4001.00,7.17,0.65,43.6,92.0
4001.01,6.68,0.77,19.5,150.0
