Star ID,V (mag),B-V color (mag),Parallax (milliarcsec),Parallax Uncertainty (milliarcsec)
2865.00,5.02,0.96,28.6,72.0
2865.01,1.33,-0.24,2.9,252.0
2866.00,4.95,0.27,11.5,98.0
2867.00,6.26,0.68,36.9,86.0
2868.00,4.36,1.13,1.8,84.0
2869.00,5.00,0.08,22.0,72.0
2870.00,5.50,1.45,5.8,137.0
2871.00,6.24,1.06,4.4,174.0
2872.00,9.30,0.57,12.2,150.0
2873.00,13.72,1.59,21.5,191.0
2873.00,13.68,1.59,21.5,191.0
2874.00,8.30,0.72,33.3,150.0
2875.00,6.15,0.92,19.0,150.0
2875.10,9.45,0.98,37.0,150.0
2875.11,15.70,1.73,24.6,47.0
2876.00,5.29,-0.05,19.2,84.0
2877.00,11.97,1.60,72.0,64.0
2877.01,12.50,1.20,2.7,50.0
2878.00,9.06,0.79,42.5,150.0
2878.02,14.19,1.54,39.9,10.0
2879.00,9.03,0.70,50.3,150.0
2880.00,2.95,-0.05,22.3,69.0
2881.00,6.35,0.56,47.4,127.0
2881.10,5.35,0.20,37.8,98.0
2882.00,6.21,0.51,36.2,98.0
2882.01,9.13,1.02,22.1,123.0
2883.00,4.95,1.62,14.6,91.0
2883.10,9.82,1.15,24.2,150.0
2884.00,5.48,0.63,8.2,117.0
2885.00,9.70,1.45,70.0,59.0
2887.00,4.31,0.38,50.0,86.0
2888.01,16.55,1.43,25.6,50.0
2888.03,15.72,-0.04,7.3,80.0
2889.00,7.13,0.85,77.4,106.0
2890.00,13.04,1.83,227.9,46.0
2890.00,12.44,1.84,227.9,46.0
2891.00,5.48,-0.03,17.1,173.0
2892.00,5.42,1.00,16.2,32.0
2893.00,9.05,1.12,31.6,88.0
2894.00,6.24,1.05,16.9,22.0
2895.00,4.26,0.59,116.9,24.0
2896.00,2.65,0.89,31.5,101.0
2897.00,3.87,-0.13,11.6,105.0
2898.00,5.77,0.70,19.5,117.0
2899.00,8.91,0.72,38.0,150.0
2900.00,4.81,0.00,1.4,82.0
2900.01,16.62,1.66,22.3,54.0
2902.00,5.02,1.15,4.0,64.0
2903.00,5.13,0.22,22.4,137.0
2904.00,11.10,1.48,78.6,106.0
2905.00,11.13,1.24,53.8,150.0
2905.01,9.10,0.60,23.2,286.0
2906.02,13.10,1.60,38.9,105.0
2908.00,3.86,0.05,23.0,106.0
2909.00,5.45,0.32,36.3,137.0
2910.00,10.82,1.53,120.2,92.0
2912.00,5.71,1.60,27.6,202.0
2912.01,13.96,0.18,61.0,94.0
2913.00,7.08,1.44,12.7,134.0
2914.00,9.02,1.19,34.0,150.0
2914.01,13.52,1.60,50.7,31.0
2915.00,11.51,1.50,79.7,61.0
2917.00,6.96,0.59,52.3,133.0
2918.00,4.66,1.23,18.7,149.0
2919.00,12.24,1.75,46.3,202.0
2921.00,7.87,0.61,11.8,174.0
2922.00,2.87,-0.03,15.0,97.0
2922.00,2.17,-0.01,15.0,97.0
2922.02,7.96,1.12,67.1,51.0
2924.00,3.48,0.36,100.9,61.0
2925.00,5.59,0.00,10.5,161.0
2925.01,11.85,-0.33,7.3,117.0
2926.00,4.66,1.09,23.0,117.0
2926.01,8.28,1.06,24.9,47.0
2926.01,9.87,1.08,24.9,47.0
2926.02,15.69,1.59,26.8,67.0
2927.00,7.35,0.59,1.8,133.0
2928.01,12.31,1.58,94.2,111.0
2928.10,9.12,0.73,14.1,150.0
2930.00,9.25,0.63,15.4,120.0
2931.00,7.52,0.67,37.5,106.0
2931.01,15.01,1.57,20.9,43.0
2933.00,7.04,0.94,63.1,72.0
2934.00,4.69,1.05,34.0,117.0
2935.00,5.95,0.55,62.8,61.0
2937.00,7.75,0.41,16.4,125.0
2938.00,7.23,-0.11,5.4,154.0
2939.00,5.22,0.33,11.8,106.0
2939.01,8.06,0.65,8.3,351.0
2940.00,5.67,0.99,20.0,75.0
2941.00,6.87,0.70,25.7,93.0
2941.01,1.25,-0.23,2.0,119.0
2941.02,15.86,0.20,15.7,42.0
2941.03,9.84,1.29,56.7,170.0
2943.00,11.34,1.58,122.8,145.0
2943.02,11.32,1.36,23.5,120.0
2944.00,5.43,1.56,24.5,117.0
2945.00,6.31,0.70,40.7,127.0
2946.00,5.85,0.46,40.4,132.0
2946.01,13.07,1.56,39.7,124.0
2947.00,8.16,0.69,38.3,121.0
2947.10,10.67,1.27,38.6,137.0
2948.00,7.61,0.61,22.5,88.0
2949.00,10.88,1.64,101.6,47.0
2950.00,4.91,-0.04,18.0,161.0
2951.00,8.49,1.40,83.5,49.0
2951.01,17.82,1.50,39.6,7.0
2952.00,10.08,0.97,39.0,95.0
2953.00,7.97,0.80,19.2,110.0
2954.00,8.48,0.62,14.8,97.0
2955.00,4.94,0.67,9.5,111.0
2956.00,4.33,1.37,18.1,137.0
2957.00,8.37,0.54,11.3,42.0
2958.00,4.27,0.21,54.1,161.0
2958.01,9.42,1.08,78.7,186.0
2959.00,6.11,0.50,40.7,127.0
2961.00,4.90,0.90,19.3,66.0
2961.00,4.90,0.90,19.3,66.0
2962.00,4.79,1.60,19.1,137.0
2963.00,5.89,0.64,42.8,150.0
2964.00,1.77,-0.02,8.6,150.0
2964.10,10.42,1.18,45.5,150.0
2968.00,3.38,1.58,20.0,75.0
2969.00,2.90,-0.12,26.3,73.0
2969.01,14.40,1.74,48.4,40.0
2969.02,13.87,1.30,18.6,37.0
2970.00,5.24,0.28,28.7,71.0
2972.00,9.11,1.14,61.7,150.0
2972.01,10.68,1.44,47.9,36.0
2974.00,7.56,0.79,60.4,106.0
2975.01,14.60,1.54,10.1,60.0
2975.02,15.39,0.25,28.9,41.0
2976.00,15.79,0.64,60.3,38.0
2977.00,8.08,0.67,33.9,146.0
2978.00,9.78,1.20,55.2,77.0
2979.01,13.18,1.45,15.6,31.0
2980.00,3.62,1.18,28.5,127.0
2980.01,14.32,1.52,14.0,37.0
2981.00,4.90,1.17,15.6,76.0
2981.01,16.08,1.47,11.9,70.0
2981.02,13.37,1.75,123.1,35.0
2982.00,6.20,0.42,20.4,111.0
2982.01,9.75,1.47,93.0,58.0
2983.00,5.32,1.29,4.1,83.0
2984.00,8.05,0.53,15.3,101.0
2985.00,9.02,0.74,12.7,106.0
2986.00,4.93,0.36,24.0,59.0
2986.10,12.82,0.72,14.8,32.0
2987.00,2.83,0.94,33.0,55.0
2988.10,10.83,1.02,34.8,150.0
2989.00,4.85,0.02,11.1,173.0
2990.00,6.00,0.41,34.4,76.0
2990.01,14.93,1.56,18.9,44.0
2990.02,15.56,1.73,33.5,61.0
2990.03,9.66,0.71,21.6,176.0
2991.00,9.06,1.37,49.1,73.0
2992.00,8.44,0.84,36.3,150.0
2992.01,5.25,-0.08,8.7,111.0
2993.10,9.43,1.29,58.2,150.0
2993.11,5.99,0.39,28.7,59.0
2994.00,5.60,1.59,43.7,179.0
2994.12,15.25,1.50,3.7,37.0
2995.00,4.80,1.48,8.6,89.0
2996.00,5.19,1.14,23.9,101.0
2997.00,9.39,0.82,28.2,101.0
2998.00,9.70,0.68,31.2,222.0
2999.00,8.35,0.94,16.1,92.0
3001.00,4.95,1.05,11.5,149.0
3001.01,15.03,1.65,27.1,34.0
3002.00,6.80,0.67,44.5,105.0
3002.10,8.57,0.61,28.3,151.0
3003.00,7.36,0.73,76.3,150.0
3005.00,4.38,-0.01,24.0,79.0
3005.01,14.16,1.73,86.6,148.0
3006.00,4.98,0.45,54.6,50.0
3006.00,5.05,0.45,54.6,50.0
3007.00,5.25,1.05,9.7,137.0
3008.00,8.16,0.58,46.9,193.0
3010.00,8.74,0.62,28.9,55.0
3011.00,4.85,0.70,62.8,106.0
3012.00,5.04,0.46,39.3,74.0
3013.00,8.88,0.92,2.5,84.0
3015.00,4.26,0.57,104.9,24.0
3016.00,6.69,0.62,20.5,92.0
3016.01,17.05,1.40,66.5,24.0
3017.00,4.92,0.48,51.8,101.0
3018.00,9.34,0.58,42.0,174.0
3019.00,5.33,0.87,8.6,137.0
3020.00,4.92,1.06,2.9,86.0
3021.00,8.34,0.64,16.0,150.0
3021.01,12.85,0.91,4.8,43.0
3021.02,7.97,1.17,50.8,340.0
3022.00,6.83,0.60,39.2,28.0
3024.00,6.98,1.14,18.8,133.0
3025.00,7.04,0.69,31.6,101.0
3026.00,6.54,1.14,14.8,146.0
3027.00,4.87,1.50,4.6,149.0
3028.00,5.22,1.03,47.1,110.0
3031.00,5.10,0.96,14.6,149.0
3031.01,16.01,0.77,55.4,83.0
3032.00,8.18,0.70,4.9,208.0
3032.01,12.68,-0.12,15.3,29.0
3033.00,10.11,0.75,20.6,133.0
3034.00,5.22,0.59,63.0,75.0
3034.01,13.25,1.64,63.2,25.0
3035.00,6.52,0.94,74.8,60.0
3036.00,4.80,1.67,11.2,85.0
3038.00,4.73,0.30,13.9,73.0
3039.00,4.74,0.71,118.0,27.0
3040.00,11.24,1.41,42.7,150.0
3041.00,3.00,0.92,24.3,89.0
3043.00,10.30,0.80,14.1,124.0
3044.00,10.83,1.00,28.1,41.0
3045.00,5.15,-0.07,18.0,98.0
3046.00,6.75,0.52,11.3,150.0
3047.00,9.48,1.48,70.7,44.0
3047.10,10.59,1.51,51.5,75.0
3048.00,2.75,0.04,59.5,97.0
3048.10,8.55,1.48,105.3,61.0
3051.00,8.58,0.95,28.6,106.0
3053.00,8.83,0.46,7.1,101.0
3053.10,10.60,1.45,51.1,150.0
3054.00,5.05,1.11,14.6,149.0
3056.00,5.37,0.99,3.1,127.0
3056.01,12.94,1.58,73.1,27.0
3058.00,11.79,1.40,46.8,120.0
3059.00,5.31,0.40,6.4,127.0
3060.00,7.28,0.50,44.2,110.0
3061.00,9.52,1.33,53.9,58.0
3061.00,8.87,1.34,53.9,58.0
3062.00,2.27,0.02,41.7,58.0
3063.00,0.98,-0.23,21.7,86.0
3063.00,0.98,-0.23,21.7,86.0
3063.10,11.02,1.53,61.2,97.0
3064.00,5.09,1.20,10.1,161.0
3066.00,4.01,0.16,40.9,73.0
3067.00,8.72,0.89,40.8,150.0
3068.00,8.80,0.92,11.0,150.0
3070.00,4.76,1.09,15.0,32.0
3070.10,10.20,1.21,37.2,106.0
3071.00,6.50,0.74,35.0,53.0
3072.00,7.20,0.58,24.8,150.0
3073.00,7.44,0.64,23.8,137.0
3074.00,11.32,1.52,81.5,91.0
3075.00,5.06,0.07,9.6,127.0
3076.00,4.98,0.71,53.9,69.0
3076.02,16.70,0.42,27.0,55.0
3076.04,12.14,1.47,62.9,67.0
3077.00,6.48,0.48,33.2,150.0
3078.00,5.40,-0.01,22.6,84.0
3079.00,9.04,1.50,139.9,29.0
3080.00,14.18,1.66,67.3,49.0
3081.00,12.31,0.09,61.8,28.0
3082.00,3.88,1.17,10.4,149.0
3084.01,14.74,1.79,68.7,44.0
3085.00,10.50,0.64,13.6,150.0
3085.01,16.04,0.72,33.4,53.0
3086.00,7.36,0.78,42.9,31.0
3087.00,7.25,0.70,12.9,160.0
3088.00,4.69,1.62,20.4,80.0
3089.00,6.08,1.05,9.1,193.0
3090.01,11.11,1.44,42.8,60.0
3091.00,5.21,0.96,19.5,95.0
3091.01,12.92,1.24,6.2,28.0
3094.00,7.57,0.64,19.1,150.0
3094.10,11.39,1.53,61.5,57.0
3094.10,12.01,1.53,61.5,57.0
3095.01,6.78,0.20,0.8,41.0
3095.02,7.98,1.00,51.9,75.0
3096.00,7.29,0.67,40.8,97.0
3097.00,9.30,1.00,15.6,106.0
3098.00,4.94,0.03,19.5,73.0
3099.00,7.41,0.92,33.6,65.0
3099.00,7.41,0.92,33.6,65.0
3099.10,9.97,1.38,34.6,150.0
3100.00,3.37,0.11,39.2,64.0
3101.00,9.31,1.21,45.2,82.0
3103.00,5.60,-0.03,12.0,72.0
3104.00,4.98,0.40,18.8,84.0
3105.00,4.70,0.12,31.9,65.0
3106.00,6.91,0.45,31.9,98.0
3106.01,15.06,1.46,20.5,60.0
3107.00,10.27,1.29,41.2,133.0
3108.00,8.56,0.61,2.3,113.0
3110.00,5.78,0.22,19.4,161.0
3111.00,8.13,0.08,4.7,150.0
3112.00,14.63,0.96,121.4,34.0
3112.01,14.00,0.01,28.6,32.0
3113.00,6.97,0.63,26.8,150.0
3114.00,10.02,1.09,47.1,149.0
3115.00,9.30,0.64,47.3,115.0
3116.00,4.82,0.23,28.2,88.0
3116.10,9.06,1.40,91.7,52.0
3117.00,10.36,1.29,42.4,120.0
3118.00,7.78,0.67,26.1,106.0
3119.00,6.80,0.60,31.7,160.0
3119.01,14.19,1.55,34.4,50.0
3120.00,5.57,0.33,9.3,54.0
3120.01,11.46,0.37,0.3,38.0
3121.00,9.60,1.39,75.8,84.0
3122.10,10.23,1.42,81.8,53.0
3123.00,5.46,0.10,10.0,98.0
3123.02,15.30,1.73,44.4,53.0
3124.00,12.79,-0.09,30.5,59.0
3125.00,6.32,0.54,49.4,154.0
3126.00,5.01,1.63,13.2,86.0
3126.01,15.83,1.75,48.1,19.0
3126.10,9.74,1.30,75.8,150.0
3127.00,4.66,1.64,13.6,84.0
3128.00,6.16,0.42,35.4,139.0
3129.00,5.36,1.11,5.2,59.0
3129.01,11.97,1.64,117.9,115.0
3130.00,12.51,1.52,73.4,123.0
3130.01,6.96,0.64,18.7,24.0
3131.00,9.59,1.30,12.7,92.0
3131.20,10.53,1.34,43.2,88.0
3132.00,4.23,0.38,48.3,106.0
3133.00,9.83,1.42,80.3,41.0
3134.00,4.65,0.96,16.2,127.0
3134.01,13.66,1.51,25.0,30.0
3135.00,8.46,1.44,184.6,28.0
3135.01,13.10,1.59,41.1,63.0
3136.00,5.15,-0.02,17.2,117.0
3137.00,5.45,1.36,11.3,137.0
3138.00,6.50,0.47,25.5,125.0
3139.00,8.54,0.64,30.3,150.0
3139.10,5.87,0.21,12.0,111.0
3140.00,6.33,0.63,28.7,46.0
3142.00,5.91,1.01,33.3,133.0
3143.00,10.26,1.02,34.9,97.0
3144.00,4.50,0.48,54.5,48.0
3144.01,15.08,0.41,49.9,36.0
3146.00,6.58,0.55,35.7,92.0
3146.00,6.53,0.57,35.7,92.0
3146.10,8.77,0.92,5.1,150.0
3146.11,15.33,1.96,82.9,22.0
3147.00,1.86,-0.19,29.7,89.0
3148.00,8.34,0.74,25.8,88.0
3149.00,4.19,1.50,23.9,120.0
3150.00,9.43,0.66,29.5,120.0
3151.00,4.97,1.06,30.7,106.0
3152.00,7.98,0.21,14.1,150.0
3153.00,7.04,1.12,87.3,50.0
3153.00,7.61,1.12,87.3,50.0
3154.00,8.17,1.26,77.8,94.0
3156.00,4.07,1.52,10.7,87.0
3157.00,7.97,0.67,30.1,150.0
3161.00,6.45,0.69,60.0,106.0
3162.00,7.16,0.52,17.7,150.0
3163.00,7.38,0.90,74.4,97.0
3164.00,5.87,1.62,12.9,134.0
3165.00,4.74,1.66,25.9,84.0
3165.01,10.83,0.75,76.0,151.0
3166.00,9.04,0.61,29.8,97.0
3166.01,8.90,1.33,73.7,62.0
3168.00,6.40,1.17,23.9,133.0
3169.00,4.65,1.58,8.3,72.0
3171.00,9.66,0.90,35.3,150.0
3172.00,5.15,1.08,25.8,82.0
3173.00,6.19,0.53,20.9,111.0
3174.00,9.80,1.40,71.0,150.0
3175.00,2.68,0.58,87.0,18.0
3176.00,11.83,1.50,45.5,133.0
3178.00,5.83,1.14,23.4,150.0
3179.00,5.70,-0.05,10.7,84.0
3180.00,4.71,1.11,30.6,127.0
3181.00,6.32,0.37,14.9,125.0
3181.10,5.01,1.42,8.7,84.0
3182.00,10.22,0.88,22.0,150.0
3183.00,8.17,0.68,46.8,106.0
3184.01,12.26,1.66,88.4,115.0
3185.00,7.55,0.66,34.2,133.0
3186.00,8.47,0.77,34.4,160.0
3187.00,5.76,-0.03,11.6,125.0
3187.10,10.61,1.45,53.0,150.0
3188.00,5.77,0.48,28.3,173.0
3188.01,9.03,1.16,49.0,101.0
3189.00,10.06,0.38,6.6,15.0
3192.00,4.34,0.60,12.2,127.0
3195.00,9.70,1.46,99.8,53.0
3195.10,10.32,1.32,27.7,150.0
3196.00,4.26,0.10,19.9,65.0
3197.00,11.56,0.74,14.4,51.0
3198.00,0.61,-0.23,11.4,98.0
3198.10,11.25,1.45,45.7,163.0
3198.20,12.15,1.70,39.4,199.0
3199.00,6.18,0.48,16.0,150.0
3199.00,6.18,0.48,16.0,150.0
3199.02,6.20,0.90,6.1,24.0
3200.00,9.85,1.48,88.8,39.0
3200.00,9.16,1.50,88.8,39.0
3201.00,6.30,0.74,65.8,60.0
3203.00,7.58,0.45,19.7,55.0
3204.00,6.02,0.58,39.4,150.0
3205.00,3.27,1.12,49.6,78.0
3206.00,2.06,1.01,59.9,113.0
3207.00,8.62,0.92,13.3,120.0
3207.01,10.30,1.18,20.5,120.0
3208.00,8.36,0.83,22.8,127.0
3209.00,3.65,-0.05,14.8,75.0
3210.00,9.50,0.95,21.2,150.0
3210.11,14.54,1.70,37.4,43.0
3211.00,9.68,0.78,40.2,78.0
3211.01,15.35,1.50,12.6,40.0
3212.00,4.75,0.94,17.7,149.0
3212.10,11.81,1.50,47.5,113.0
3213.00,11.07,1.15,23.2,110.0
3214.00,5.27,1.59,24.5,111.0
3215.00,8.30,0.68,19.7,106.0
3216.00,8.00,0.65,26.4,139.0
3217.00,5.25,1.65,22.1,98.0
3220.00,4.91,1.72,11.0,226.0
3221.00,4.83,0.54,40.1,125.0
3221.01,13.97,-0.01,25.3,28.0
3222.00,7.94,0.86,9.1,150.0
3223.00,5.56,1.44,7.8,150.0
3224.10,10.47,1.21,25.1,150.0
3225.00,5.08,1.16,46.7,186.0
3225.01,12.96,1.63,40.2,34.0
3226.00,5.01,-0.12,4.7,85.0
3227.00,4.19,1.33,20.5,97.0
3227.01,11.59,1.60,40.1,72.0
3229.00,5.91,0.47,25.7,108.0
3230.00,10.08,0.86,26.2,150.0
3231.00,6.36,0.60,22.0,173.0
3232.00,4.82,1.36,8.0,79.0
3233.00,5.54,0.54,15.5,84.0
3233.02,14.19,1.56,7.4,51.0
3233.03,8.04,1.08,62.9,96.0
3235.00,4.54,0.20,14.5,82.0
3236.00,5.24,1.58,15.1,146.0
3237.00,10.35,1.43,60.5,47.0
3238.00,8.54,0.81,34.1,160.0
3239.00,7.05,0.54,23.1,58.0
3240.00,6.24,1.04,29.8,107.0
3240.02,14.30,1.72,71.7,34.0
3241.00,4.08,0.52,44.0,112.0
3242.00,-0.04,1.23,88.4,18.0
3242.01,11.85,1.47,61.3,61.0
3243.00,6.66,1.03,103.0,97.0
3244.00,5.23,0.29,31.3,127.0
3245.00,4.75,0.20,46.0,111.0
3246.00,4.18,0.08,41.1,80.0
3246.01,13.13,1.70,62.2,131.0
3248.00,9.52,0.88,27.1,101.0
3249.00,5.87,0.50,48.2,106.0
3250.00,9.10,1.30,41.1,77.0
3251.00,4.52,0.13,15.7,127.0
3251.01,4.81,1.06,12.2,32.0
3252.00,13.38,1.64,51.9,44.0
3253.00,4.77,0.31,18.1,137.0
3254.00,5.14,1.02,16.0,110.0
3255.00,7.58,0.84,52.8,64.0
3255.01,5.41,0.38,40.4,98.0
3256.00,4.05,-0.03,0.9,137.0
3256.10,12.87,1.60,91.1,150.0
3257.00,9.02,1.10,45.2,88.0
3258.00,4.92,0.86,22.2,127.0
3258.01,15.36,0.33,24.6,38.0
3260.00,7.25,0.60,0.7,150.0
3261.00,4.77,1.31,38.2,161.0
3261.01,15.47,1.47,13.0,43.0
3262.00,8.55,1.26,63.3,44.0
3263.00,7.76,0.66,38.2,150.0
3264.00,6.27,0.63,59.9,68.0
3265.00,12.15,1.28,32.6,169.0
3266.00,5.12,-0.02,11.4,51.0
3266.01,13.75,1.53,29.3,36.0
3267.00,5.32,0.96,22.3,149.0
3268.00,5.10,0.12,22.6,86.0
3268.02,6.19,1.20,14.0,89.0
3269.00,4.35,0.43,0.6,127.0
3269.00,4.35,0.43,0.6,127.0
3269.01,14.34,0.13,31.7,25.0
3269.02,12.24,1.61,90.0,121.0
3271.00,7.82,0.70,56.5,150.0
3273.00,9.74,1.44,71.8,54.0
3274.00,4.05,0.50,69.9,112.0
3274.10,5.39,0.23,5.7,111.0
3276.00,12.71,0.95,26.7,178.0
3277.00,9.28,0.59,7.4,120.0
3277.10,8.93,0.69,18.0,150.0
3278.00,11.10,1.88,769.8,61.0
3278.10,10.35,1.44,46.0,150.0
3278.11,13.96,1.65,61.7,32.0
3279.00,4.81,0.70,35.3,56.0
3280.00,10.92,1.26,48.4,136.0
3281.00,10.13,1.20,32.1,79.0
3282.00,11.63,1.51,52.3,150.0
3282.01,15.04,-0.07,17.3,39.0
3283.00,10.68,1.47,68.8,44.0
3284.00,5.59,0.85,21.6,168.0
3285.00,9.45,1.40,66.4,50.0
3285.10,11.94,1.61,86.9,107.0
3286.00,6.35,0.70,30.4,89.0
3287.00,8.88,0.77,15.0,101.0
3289.00,8.38,0.71,39.3,110.0
3289.00,8.00,0.72,39.3,110.0
3289.01,15.68,1.87,41.7,10.0
3290.00,8.69,1.03,54.8,178.0
3290.11,9.69,1.21,44.6,120.0
3291.00,3.58,1.30,24.8,96.0
3291.01,10.64,1.23,47.7,120.0
3292.00,4.25,1.44,18.5,87.0
3292.01,14.08,1.41,17.2,43.0
3293.00,6.01,0.22,13.6,59.0
3294.00,3.03,0.19,15.9,77.0
3294.10,10.54,1.25,42.8,127.0
3295.00,8.82,0.91,19.9,62.0
3296.00,11.31,1.64,157.6,79.0
3298.00,6.04,0.50,48.3,92.0
3298.01,14.41,1.65,33.9,31.0
3299.00,5.55,1.48,16.8,137.0
3299.01,7.23,0.99,77.2,53.0
3300.00,4.46,0.36,73.3,59.0
3300.01,14.83,1.43,13.7,38.0
3300.02,15.04,1.65,20.8,50.0
3301.00,5.41,1.01,20.8,117.0
3301.00,5.41,1.01,20.8,117.0
3302.00,9.58,1.28,38.6,55.0
3302.01,6.48,0.49,26.9,117.0
3302.02,16.09,-0.03,3.8,54.0
3303.00,7.73,0.72,16.9,89.0
3304.00,6.20,0.46,37.4,58.0
3305.00,6.07,0.51,20.2,150.0
3306.00,11.33,1.42,17.7,88.0
3307.00,6.39,0.44,7.1,150.0
3309.00,-0.01,0.71,749.9,54.0
3311.00,7.38,0.68,36.7,101.0
3312.00,5.91,1.10,37.9,103.0
3313.00,3.19,0.24,53.8,101.0
3314.00,5.39,0.00,10.0,111.0
3315.00,3.83,1.43,26.7,137.0
3317.00,6.65,0.92,17.1,117.0
3318.00,11.73,1.20,20.7,48.0
3319.00,6.26,1.30,14.1,146.0
3320.00,4.52,0.05,18.2,5.0
3321.00,4.86,1.00,10.0,82.0
3322.00,7.54,0.61,47.2,109.0
3322.10,5.56,0.94,23.8,98.0
3322.11,16.67,1.54,15.8,50.0
3323.00,5.36,0.29,9.3,173.0
3324.00,4.05,1.35,12.3,161.0
3325.00,3.88,0.38,44.6,62.0
3326.00,9.12,1.29,52.7,39.0
3327.00,10.46,0.70,17.8,67.0
3328.00,8.39,0.95,31.2,150.0
3329.00,9.66,0.74,53.1,151.0
3330.00,4.92,0.01,18.3,149.0
3331.00,4.81,1.66,2.8,111.0
3331.10,8.48,0.70,7.1,150.0
3332.00,6.25,0.41,18.0,72.0
3332.10,9.91,1.20,21.6,150.0
3333.00,5.21,0.98,19.2,137.0
3334.00,10.15,0.81,28.1,73.0
3335.00,5.10,0.30,47.5,149.0
3335.00,4.94,0.35,47.5,149.0
3336.00,2.70,0.97,16.2,107.0
3337.00,4.60,0.98,43.1,84.0
3338.00,9.20,0.56,30.3,120.0
3340.00,3.72,-0.01,34.4,79.0
3341.10,12.09,1.53,37.7,50.0
3342.00,7.34,0.45,11.3,71.0
3342.00,7.34,0.45,11.3,71.0
3343.00,9.25,1.27,66.1,77.0
3344.00,5.24,0.94,33.1,137.0
3344.01,7.79,0.90,53.3,104.0
3344.02,13.28,1.63,50.8,36.0
3345.00,5.31,0.07,5.9,111.0
3346.00,11.72,1.48,38.9,81.0
3346.01,9.70,1.31,19.1,74.0
3347.00,4.41,1.40,9.5,137.0
3347.01,14.17,1.31,7.4,64.0
3347.02,15.15,1.68,27.4,54.0
3348.00,6.16,0.36,22.5,79.0
3349.00,7.14,0.42,36.9,100.0
3350.00,5.15,0.41,48.6,127.0
3351.00,2.75,0.15,54.5,103.0
3351.10,9.08,0.96,51.9,149.0
3352.00,6.98,0.58,2.6,150.0
3352.00,7.60,0.58,2.6,150.0
3352.10,5.85,0.56,69.7,84.0
3353.00,4.94,0.98,15.3,73.0
3353.01,15.46,0.04,8.5,40.0
3354.00,7.83,1.00,70.0,81.0
3355.00,9.59,0.65,20.3,120.0
3355.10,5.69,0.47,9.5,79.0
3356.00,8.16,0.70,27.3,150.0
3357.00,5.48,1.02,26.1,125.0
3358.00,5.34,1.45,6.5,137.0
3359.00,6.29,0.60,29.0,97.0
3360.00,4.55,0.76,149.7,17.0
3361.00,9.72,0.90,20.1,150.0
3363.00,8.29,0.62,6.6,150.0
3365.00,5.20,1.16,29.3,117.0
3366.00,5.30,1.32,39.0,186.0
3366.01,15.29,1.82,33.0,35.0
3366.02,15.31,1.87,53.5,41.0
3367.00,6.01,0.83,86.4,52.0
3368.00,8.65,0.96,39.8,88.0
3369.00,11.66,1.61,96.0,41.0
3371.00,5.32,0.04,5.0,149.0
3372.00,10.20,1.48,97.0,19.0
3372.01,14.67,1.61,20.4,58.0
3372.02,12.35,1.55,53.5,108.0
3372.03,17.05,1.34,156.3,30.0
3373.00,2.08,1.47,22.0,34.0
3374.00,6.35,0.71,49.2,150.0
3375.00,5.74,1.11,172.7,29.0
3376.00,4.49,0.32,43.5,72.0
3377.00,10.87,1.07,17.0,58.0
3378.00,7.78,0.78,45.3,127.0
3379.00,5.53,1.13,35.0,114.0
3380.01,14.73,1.68,40.0,34.0
3381.00,10.15,1.31,56.4,150.0
3382.00,5.63,0.50,26.1,73.0
3382.10,6.58,0.48,31.0,150.0
3383.00,11.13,1.33,66.2,150.0
3384.00,6.09,0.50,10.7,75.0
3384.01,15.59,0.27,28.9,41.0
3385.00,8.52,0.58,15.1,34.0
3385.01,15.52,1.95,89.0,46.0
3386.00,9.48,1.40,50.2,83.0
3387.00,4.92,0.00,19.9,84.0
3387.00,4.92,0.00,19.9,84.0
3387.10,10.54,1.30,29.7,150.0
3387.20,9.06,1.09,5.1,91.0
3388.00,4.60,1.59,10.0,67.0
3389.00,9.87,1.20,56.8,150.0
3390.00,5.17,0.93,30.0,161.0
3391.00,10.01,1.16,37.6,150.0
3391.02,9.13,1.04,24.1,118.0
3392.00,7.77,0.61,16.0,105.0
3393.00,5.64,0.68,14.0,53.0
3394.00,9.13,1.43,71.6,48.0
3395.00,4.81,1.50,25.4,84.0
3397.00,9.75,0.58,4.8,95.0
3398.00,4.40,1.04,22.3,83.0
3399.00,3.50,0.97,29.6,109.0
3400.00,3.29,1.70,24.0,73.0
3400.01,12.10,1.46,47.0,41.0
3401.00,5.15,1.01,17.3,127.0
3401.01,13.18,0.67,7.7,31.0
3402.00,8.28,0.94,8.9,150.0
3402.01,14.18,1.42,18.1,34.0
3402.02,14.43,1.44,10.1,39.0
3403.00,9.84,1.29,57.0,99.0
3405.00,12.75,1.53,45.6,141.0
3406.00,4.54,1.24,16.4,111.0
3407.00,6.66,0.61,12.0,105.0
3408.00,8.79,0.65,23.1,150.0
3409.00,9.18,0.12,18.1,150.0
3410.00,4.76,0.65,84.0,46.0
3410.01,15.89,0.38,38.5,55.0
3411.00,5.20,1.58,18.2,127.0
3414.00,5.57,0.00,24.8,98.0
3416.00,4.93,0.43,54.1,52.0
3416.10,8.00,0.59,33.6,161.0
3418.00,8.26,0.57,25.8,80.0
3419.00,10.09,1.41,59.8,36.0
3420.00,7.63,0.31,14.8,150.0
3421.00,9.47,0.82,39.4,133.0
