time (years),flux (solar flux units)
2013.364,150.300
2013.367,147.900
2013.370,145.600
2013.373,144.700
2013.375,136.400
2013.378,132.100
2013.381,135.300
2013.384,132.000
2013.386,125.300
2013.389,133.400
2013.392,134.500
2013.395,127.300
2013.397,121.300
2013.400,120.000
2013.403,110.100
2013.406,104.800
2013.408,106.900
2013.411,104.100
2013.414,101.800
2013.416,105.800
2013.419,110.900
2013.422,111.800
2013.425,109.900
2013.427,108.800
2013.430,109.000
2013.433,109.800
2013.436,103.200
2013.438,96.000
2013.441,93.300
2013.444,89.500
2013.447,93.300
2013.449,98.900
2013.452,109.100
2013.455,111.000
2013.458,115.900
2013.460,123.800
2013.463,124.800
2013.466,123.400
2013.469,126.300
2013.471,133.200
2013.474,130.000
2013.477,128.200
2013.480,120.600
2013.482,109.200
2013.485,106.500
2013.488,99.500
2013.490,101.000
2013.493,100.200
2013.496,102.800
2013.499,107.800
2013.501,114.300
2013.504,124.500
2013.507,137.700
2013.510,140.800
2013.512,134.200
2013.515,125.600
2013.518,119.300
2013.521,119.900
2013.523,117.900
2013.526,113.400
2013.529,117.600
2013.532,114.000
2013.534,112.900
2013.537,114.100
2013.540,113.900
2013.543,111.300
2013.545,114.800
2013.548,113.600
2013.551,112.500
2013.553,109.400
2013.556,109.900
2013.559,106.700
2013.562,107.600
2013.564,106.900
2013.567,109.500
2013.570,107.900
2013.573,109.400
2013.575,112.100
2013.578,113.100
2013.581,108.700
2013.584,112.100
2013.586,112.900
2013.589,107.300
2013.592,104.800
2013.595,104.300
2013.597,103.900
2013.600,105.500
2013.603,104.400
2013.606,103.600
2013.608,102.500
2013.611,110.400
2013.614,114.100
2013.616,122.000
2013.619,125.200
2013.622,122.700
2013.625,119.900
2013.627,149.700
2013.630,126.100
2013.633,128.300
2013.636,131.500
2013.638,130.400
2013.641,131.600
2013.644,124.100
2013.647,117.400
2013.649,112.600
2013.652,111.200
2013.655,109.700
2013.658,108.100
2013.660,108.800
2013.663,107.500
2013.666,107.500
2013.669,103.800
2013.671,105.600
2013.674,106.000
2013.677,109.300
2013.680,110.100
2013.682,101.300
2013.685,98.500
2013.688,95.700
2013.690,94.300
2013.693,94.900
2013.696,92.800
2013.699,92.900
2013.701,91.600
2013.704,92.500
2013.707,92.800
2013.710,94.500
2013.712,98.700
2013.715,104.100
2013.718,107.900
2013.721,109.200
2013.723,110.300
2013.726,111.200
2013.729,107.800
2013.732,110.200
2013.734,111.100
2013.737,109.900
2013.740,107.900
2013.743,105.700
2013.745,103.100
2013.748,104.900
2013.751,106.800
2013.753,108.100
2013.756,113.800
2013.759,109.100
2013.762,105.900
2013.764,106.500
2013.767,112.000
2013.770,111.900
2013.773,113.400
2013.775,120.700
2013.778,129.000
2013.781,127.900
2013.784,129.300
2013.786,125.000
2013.789,125.300
2013.792,128.100
2013.795,136.100
2013.797,139.900
2013.800,132.700
2013.803,133.400
2013.806,135.800
2013.808,146.300
2013.811,152.700
2013.814,160.600
2013.816,161.400
2013.819,171.800
2013.822,166.900
2013.825,159.900
2013.827,152.600
2013.830,141.900
2013.833,142.600
2013.836,146.500
2013.838,141.600
2013.841,143.500
2013.844,147.300
2013.847,148.500
2013.849,153.500
2013.852,148.000
2013.855,146.000
2013.858,148.100
2013.860,154.100
2013.863,163.700
2013.866,167.500
2013.869,171.000
2013.871,175.800
2013.874,177.900
2013.877,174.500
2013.880,177.000
2013.882,163.300
2013.885,152.900
2013.888,147.000
2013.890,141.200
2013.893,142.800
2013.896,135.600
2013.899,127.100
2013.901,119.100
2013.904,115.500
2013.907,129.000
2013.910,132.900
2013.912,128.500
2013.915,131.200
2013.918,130.500
2013.921,133.700
2013.923,135.700
2013.926,138.000
2013.929,149.600
2013.932,150.500
2013.934,156.900
2013.937,165.500
2013.940,168.100
2013.943,175.200
2013.945,170.800
2013.948,164.800
2013.951,163.100
2013.953,164.200
2013.956,156.200
2013.959,154.300
2013.962,159.000
2013.964,156.000
2013.967,153.400
2013.970,149.200
2013.973,144.200
2013.975,137.900
2013.978,136.100
2013.981,128.300
2013.984,122.700
2013.986,124.700
2013.989,130.600
2013.992,134.500
2013.995,137.000
2013.997,142.900
2014.000,145.300
2014.003,159.600
2014.006,160.500
2014.008,182.300
2014.011,262.000
2014.014,217.500
2014.016,203.900
2014.019,237.100
2014.022,194.600
2014.025,184.100
2014.027,175.100
2014.030,166.100
2014.033,155.300
2014.036,143.300
2014.038,137.000
2014.041,126.200
2014.044,121.000
2014.047,128.800
2014.049,129.600
2014.052,127.500
2014.055,137.400
2014.058,146.000
2014.060,143.300
2014.063,136.300
2014.066,135.500
2014.069,133.200
2014.071,137.900
2014.074,143.900
2014.077,157.200
2014.080,156.400
2014.082,160.500
2014.085,165.700
2014.088,176.700
2014.090,189.800
2014.093,188.300
2014.096,188.100
2014.099,193.500
2014.101,191.300
2014.104,178.000
2014.107,171.800
2014.110,169.000
2014.112,161.000
2014.115,172.200
2014.118,160.100
2014.121,166.600
2014.123,166.600
2014.126,162.100
2014.129,153.900
2014.132,152.400
2014.134,151.400
2014.137,157.700
2014.140,156.400
2014.143,156.800
2014.145,163.200
2014.148,171.800
2014.151,170.700
2014.153,173.900
2014.156,178.200
2014.159,175.700
2014.162,170.600
2014.164,164.600
2014.167,161.300
2014.170,161.000
2014.173,158.000
2014.175,149.100
2014.178,148.800
2014.181,148.200
2014.184,141.600
2014.186,145.900
2014.189,151.500
2014.192,164.600
2014.195,147.600
2014.197,147.700
2014.200,143.800
2014.203,139.000
2014.206,135.600
2014.208,136.400
2014.211,138.300
2014.214,149.200
2014.216,151.300
2014.219,152.600
2014.222,154.900
2014.225,157.000
2014.227,158.600
2014.230,152.800
2014.233,153.200
2014.236,144.800
2014.238,146.400
2014.241,142.700
2014.244,148.400
2014.247,152.400
2014.249,153.300
2014.252,154.700
2014.255,153.000
2014.258,156.900
2014.260,142.100
2014.263,140.900
2014.266,139.900
2014.269,132.000
2014.271,130.600
2014.274,136.700
2014.277,137.600
2014.280,135.900
2014.282,137.100
2014.285,150.300
2014.288,161.900
2014.290,183.900
2014.293,178.900
2014.296,172.300
2014.299,169.300
2014.301,162.500
2014.304,158.800
2014.307,144.800
2014.310,136.100
2014.312,130.100
2014.315,124.700
2014.318,120.700
2014.321,118.100
2014.323,120.800
2014.326,120.100
2014.329,123.600
2014.332,125.700
2014.334,135.400
2014.337,132.600
2014.340,131.500
2014.343,139.000
2014.345,138.900
2014.348,145.900
2014.351,148.100
2014.353,152.300
2014.356,152.100
2014.359,164.400
2014.362,162.900
2014.364,159.400
2014.367,163.200
2014.370,152.100
2014.373,138.700
2014.375,133.500
2014.378,127.500
2014.381,116.900
2014.384,117.200
2014.386,113.900
2014.389,111.300
2014.392,116.300
2014.395,124.500
2014.397,113.000
2014.400,108.200
2014.403,105.900
2014.406,99.400
2014.408,102.700
2014.411,101.600
2014.414,103.700
2014.416,103.300
2014.419,105.300
2014.422,107.000
2014.425,105.400
2014.427,110.500
2014.430,133.000
2014.433,136.700
2014.436,148.600
2014.438,161.200
2014.441,166.200
2014.444,168.400
2014.447,174.500
2014.449,152.700
2014.452,143.500
2014.455,130.200
2014.458,116.800
2014.460,114.300
2014.463,110.800
2014.466,111.100
2014.469,102.200
2014.471,101.200
2014.474,94.200
2014.477,92.600
2014.480,93.500
2014.482,97.000
2014.485,100.000
2014.488,104.200
2014.490,114.600
2014.493,125.700
2014.496,140.500
2014.499,151.800
2014.501,169.400
2014.504,178.100
2014.507,187.600
2014.510,193.000
2014.512,201.000
2014.515,197.900
2014.518,201.400
2014.521,198.400
2014.523,177.400
2014.526,166.300
2014.529,145.000
2014.532,126.800
2014.534,109.400
2014.537,100.600
2014.540,92.100
2014.543,88.600
2014.545,88.500
2014.548,86.100
2014.551,87.100
2014.553,90.100
2014.556,92.600
2014.559,99.100
2014.562,104.100
2014.564,106.500
2014.567,116.500
2014.570,121.400
2014.573,132.200
2014.575,141.600
2014.578,151.900
2014.581,156.400
2014.584,168.400
2014.586,155.600
2014.589,151.700
2014.592,139.300
2014.595,139.300
2014.597,136.600
2014.600,136.200
2014.603,123.000
2014.606,113.100
2014.608,108.400
2014.611,104.500
2014.614,104.000
2014.616,102.900
2014.619,102.700
2014.622,113.100
2014.625,112.000
2014.627,115.100
2014.630,110.600
2014.633,110.700
2014.636,118.300
2014.638,128.300
2014.641,126.400
2014.644,132.000
2014.647,140.900
2014.649,151.500
2014.652,128.100
2014.655,122.800
2014.658,118.600
2014.660,120.100
2014.663,123.100
2014.666,124.800
2014.669,126.600
2014.671,136.300
2014.674,137.700
2014.677,146.000
2014.680,143.900
2014.682,157.300
2014.685,160.200
2014.688,163.900
2014.690,159.300
2014.693,174.600
2014.696,151.400
2014.699,152.000
2014.701,145.100
2014.704,139.300
2014.707,132.900
2014.710,132.700
2014.712,132.800
2014.715,120.200
2014.718,121.800
2014.721,119.100
2014.723,123.900
2014.726,135.800
2014.729,138.200
2014.732,144.700
2014.734,166.900
2014.737,170.200
2014.740,181.400
2014.743,181.100
2014.745,175.000
2014.748,162.100
2014.751,155.100
2014.753,149.000
2014.756,136.700
2014.759,127.500
2014.762,128.400
2014.764,130.000
2014.767,125.400
2014.770,126.400
2014.773,118.900
2014.775,120.800
2014.778,112.000
2014.781,110.500
2014.784,113.100
2014.786,132.600
2014.789,125.800
2014.792,138.900
2014.795,145.800
2014.797,172.400
2014.800,173.100
2014.803,204.000
2014.806,199.000
2014.808,216.300
2014.811,227.100
2014.814,217.800
2014.816,219.300
2014.819,216.600
2014.822,187.800
2014.825,167.200
2014.827,150.400
2014.830,140.400
2014.833,121.200
2014.836,119.900
2014.838,124.400
2014.841,125.200
2014.844,129.400
2014.847,145.200
2014.849,135.500
2014.852,145.500
2014.855,132.000
2014.858,131.700
2014.860,136.100
2014.863,142.300
2014.866,152.900
2014.869,153.500
2014.871,161.000
2014.874,160.600
2014.877,171.500
2014.880,167.500
2014.882,167.400
2014.885,169.600
2014.888,168.100
2014.890,162.500
2014.893,166.600
2014.896,173.100
2014.899,144.400
2014.901,169.400
2014.904,170.900
2014.907,178.800
2014.910,181.400
2014.912,177.300
2014.915,177.300
2014.918,168.100
2014.921,167.700
2014.923,154.200
2014.926,157.600
2014.929,136.800
2014.932,128.700
2014.934,131.800
2014.937,132.600
2014.940,139.700
2014.943,149.800
2014.945,147.500
2014.948,154.200
2014.951,159.800
2014.953,166.400
2014.956,169.300
2014.959,184.600
2014.962,198.500
2014.964,213.200
2014.967,215.700
2014.970,203.200
2014.973,205.800
2014.975,179.200
2014.978,165.900
2014.981,151.400
2014.984,145.300
2014.986,137.000
2014.989,134.100
2014.992,132.600
2014.995,131.500
2014.997,130.400
2015.000,133.600
2015.003,137.500
2015.006,145.800
2015.008,148.700
2015.011,149.700
2015.014,141.900
2015.016,141.900
2015.019,147.200
2015.022,157.200
2015.025,151.200
2015.027,151.900
2015.030,153.700
2015.033,158.600
2015.038,141.800
2015.041,131.400
2015.044,124.700
2015.047,121.900
2015.049,125.800
2015.052,130.000
2015.055,125.600
2015.058,123.900
2015.060,120.300
2015.063,121.100
2015.066,125.300
2015.069,126.600
2015.071,147.000
2015.074,158.100
2015.077,159.300
2015.080,171.800
2015.082,159.400
2015.085,153.500
2015.088,141.700
2015.090,144.000
2015.093,149.300
2015.096,154.400
2015.099,141.900
2015.101,143.300
2015.104,153.000
2015.107,152.800
2015.110,145.800
2015.112,141.000
2015.115,131.100
2015.118,127.600
2015.121,124.900
2015.123,120.400
2015.126,119.600
2015.129,118.100
2015.132,118.500
2015.134,121.000
2015.137,118.700
2015.140,119.700
2015.143,116.100
2015.145,117.500
2015.148,116.800
2015.151,114.400
2015.153,111.000
2015.156,111.300
2015.159,118.000
2015.162,123.400
2015.164,127.600
2015.167,130.400
2015.170,125.100
2015.173,124.200
2015.175,140.200
2015.178,127.400
2015.181,137.800
2015.184,124.200
2015.186,122.900
2015.189,120.900
2015.192,131.700
2015.195,126.700
2015.197,119.400
2015.200,115.600
2015.203,114.400
2015.206,117.200
2015.208,114.300
2015.211,114.800
2015.214,109.300
2015.216,112.700
2015.219,113.600
2015.222,122.400
2015.225,128.100
2015.227,133.000
2015.230,137.800
2015.233,136.100
2015.236,137.800
2015.238,145.600
2015.241,144.500
2015.244,133.600
2015.247,128.100
2015.249,124.100
2015.252,121.300
2015.255,119.900
2015.258,122.400
2015.260,122.200
2015.263,125.600
2015.266,111.200
2015.269,106.000
2015.271,111.300
2015.274,115.100
2015.277,122.900
2015.280,133.900
2015.282,141.300
2015.285,146.800
2015.288,154.700
2015.290,150.200
2015.293,149.600
2015.296,147.600
2015.299,151.700
2015.301,149.600
2015.304,153.800
2015.307,150.300
2015.310,140.500
2015.312,134.500
2015.315,125.900
2015.318,118.500
2015.321,107.500
2015.323,107.700
2015.326,104.000
2015.329,101.800
2015.332,99.900
2015.334,105.700
2015.337,111.100
2015.340,123.400
2015.343,127.800
2015.345,136.200
2015.348,146.600
2015.351,149.800
2015.353,154.500
2015.356,159.900
2015.359,163.000
2015.362,163.200
2015.364,157.000
2015.367,145.100
2015.370,136.500
2015.373,131.000
2015.375,119.600
2015.378,115.000
2015.381,110.300
2015.384,105.600
2015.386,101.800
2015.389,99.100
2015.392,97.700
2015.395,98.700
2015.397,96.500
2015.400,94.500
2015.403,95.200
2015.406,93.000
2015.408,92.300
2015.411,95.000
2015.414,94.300
2015.416,100.400
2015.419,101.000
2015.422,108.500
2015.425,118.000
2015.427,126.000
2015.430,132.700
2015.433,137.300
2015.436,134.200
2015.438,136.500
2015.441,135.400
2015.444,139.900
2015.447,136.700
2015.449,136.100
2015.452,131.700
2015.455,134.800
2015.458,136.100
2015.460,135.800
2015.463,150.800
2015.466,137.300
2015.469,135.400
2015.471,131.700
2015.474,246.900
2015.477,116.100
2015.480,109.500
2015.482,101.800
2015.485,101.200
2015.488,97.300
2015.490,97.300
2015.493,97.100
2015.496,100.800
2015.499,109.600
2015.501,113.800
2015.504,112.300
2015.507,116.800
2015.510,124.800
2015.512,133.400
2015.515,132.600
2015.518,128.900
2015.521,121.900
2015.523,129.000
2015.526,120.200
2015.529,116.000
2015.532,110.100
2015.534,105.200
2015.537,101.000
2015.540,99.600
2015.543,97.400
2015.545,96.000
2015.548,99.400
2015.551,93.200
2015.553,91.000
2015.556,89.000
2015.559,89.400
2015.562,92.200
2015.564,94.000
2015.567,97.000
2015.570,100.100
2015.573,101.100
2015.575,100.700
2015.578,102.000
2015.581,100.700
2015.584,102.900
2015.586,101.500
2015.589,105.600
2015.592,106.800
2015.595,112.200
2015.597,121.600
2015.600,122.100
2015.603,121.000
2015.606,114.500
2015.608,106.200
2015.611,102.800
2015.614,99.200
2015.616,94.800
2015.619,93.200
2015.622,89.400
2015.625,85.600
2015.627,87.000
2015.630,88.700
2015.633,98.200
2015.636,102.800
2015.638,118.600
2015.641,116.900
2015.644,133.100
2015.647,127.700
2015.649,121.200
2015.652,126.200
2015.655,110.200
2015.658,109.100
2015.660,100.100
2015.663,91.600
2015.666,91.000
2015.669,89.000
2015.671,88.200
2015.674,86.500
2015.677,89.900
2015.680,85.400
2015.682,85.600
2015.685,83.700
2015.688,83.500
2015.690,82.300
2015.693,83.500
2015.696,92.800
2015.699,99.100
2015.701,98.800
2015.704,96.500
2015.707,101.100
2015.710,109.400
2015.712,106.800
2015.715,102.800
2015.718,105.700
2015.721,110.400
2015.723,103.400
2015.726,107.000
2015.729,110.700
2015.732,106.800
2015.734,119.800
2015.737,120.200
2015.740,127.500
2015.743,124.000
2015.745,129.200
2015.748,131.100
2015.751,119.700
2015.753,107.400
2015.756,96.900
2015.759,88.300
2015.762,82.600
2015.764,81.400
2015.767,80.500
2015.770,79.700
2015.773,81.200
2015.775,81.400
2015.778,84.600
2015.781,89.100
2015.784,95.600
2015.786,100.700
2015.789,106.800
2015.792,109.100
2015.795,116.600
2015.797,119.500
2015.800,123.700
2015.803,122.800
2015.806,129.000
2015.808,120.500
2015.811,114.900
2015.814,106.300
2015.816,106.400
2015.819,106.200
2015.822,110.100
2015.825,112.200
2015.827,112.900
2015.830,121.200
2015.833,118.500
2015.836,124.300
2015.838,122.000
2015.841,124.200
2015.844,113.800
2015.847,109.900
2015.849,115.200
2015.852,115.000
2015.855,107.700
2015.858,107.600
2015.860,105.400
2015.863,105.000
2015.866,103.500
2015.869,102.900
2015.871,106.300
2015.874,105.800
2015.877,105.600
2015.880,107.100
2015.882,107.600
2015.885,108.100
2015.888,111.000
2015.890,122.200
2015.893,122.900
2015.896,119.700
2015.899,113.200
2015.901,109.000
2015.904,103.900
2015.907,98.900
2015.910,96.600
2015.912,95.500
2015.915,95.700
2015.918,94.600
2015.921,95.300
2015.923,94.500
2015.926,97.600
2015.929,100.500
2015.932,102.200
2015.934,100.700
2015.937,111.200
2015.940,108.800
2015.943,108.500
2015.945,113.700
2015.948,116.700
2015.951,122.500
2015.953,124.000
2015.956,118.900
2015.959,126.200
2015.962,117.800
2015.964,117.100
2015.967,119.000
2015.970,116.600
2015.973,121.700
2015.975,130.100
2015.978,133.900
2015.981,132.700
2015.984,126.400
2015.986,117.400
2015.989,110.300
2015.992,112.100
2015.995,105.400
2015.997,101.500
2016.000,96.200
2016.003,98.400
2016.006,100.000
2016.008,101.900
2016.011,95.300
2016.014,95.200
2016.016,100.200
2016.019,103.400
2016.022,108.500
2016.025,107.000
2016.027,108.900
2016.030,108.000
2016.033,105.500
2016.036,104.100
2016.038,103.200
2016.041,103.500
2016.044,99.900
2016.047,100.600
2016.049,99.900
2016.052,97.500
2016.055,100.400
2016.058,104.000
2016.060,100.500
2016.063,98.900
2016.066,103.800
2016.069,107.600
2016.071,114.800
2016.074,112.700
2016.077,109.900
2016.080,106.900
2016.082,105.100
2016.085,101.200
2016.088,100.200
2016.090,102.100
2016.093,112.100
2016.096,123.300
2016.099,119.700
2016.101,117.100
2016.104,117.100
2016.107,115.200
2016.110,117.300
2016.112,112.200
2016.115,112.800
2016.118,112.200
2016.121,110.300
2016.123,108.000
2016.126,107.300
2016.129,104.000
2016.132,99.900
2016.134,94.900
2016.137,94.000
2016.140,100.000
2016.143,95.600
2016.145,93.700
2016.148,91.000
2016.151,87.900
2016.153,91.700
2016.156,89.000
2016.159,90.400
2016.162,93.200
2016.164,90.900
2016.167,96.800
2016.170,98.200
2016.173,98.700
2016.175,100.500
2016.178,96.200
2016.181,95.500
2016.184,94.100
2016.186,95.500
2016.189,97.400
2016.192,95.000
2016.195,94.200
2016.197,95.000
2016.200,92.600
2016.203,93.400
2016.206,94.100
2016.208,91.000
2016.211,91.600
2016.214,90.300
2016.216,89.400
2016.219,87.600
2016.222,88.900
2016.225,87.300
2016.227,86.800
2016.230,86.500
2016.233,85.500
2016.236,85.500
2016.238,88.200
2016.241,87.700
2016.244,87.800
2016.247,83.800
2016.249,81.700
2016.252,82.100
2016.255,81.500
2016.258,82.300
2016.260,83.400
2016.263,83.400
2016.266,87.100
2016.269,92.300
2016.271,98.300
2016.274,105.500
2016.277,110.600
2016.280,116.600
2016.282,111.300
2016.285,108.200
2016.288,111.100
2016.290,112.400
2016.293,113.200
2016.296,102.100
2016.299,94.600
2016.301,89.100
2016.304,83.200
2016.307,76.800
2016.310,76.600
2016.312,78.700
2016.315,81.800
2016.318,81.900
2016.321,85.200
2016.323,92.600
2016.326,94.900
2016.329,92.400
2016.332,94.000
2016.334,92.200
2016.337,89.800
2016.340,90.000
2016.343,90.100
2016.345,87.100
2016.348,89.600
2016.351,88.000
2016.353,84.000
2016.356,88.500
2016.359,88.700
2016.362,93.900
2016.364,92.000
2016.367,93.400
2016.370,101.200
2016.373,108.400
2016.375,102.000
2016.378,103.200
2016.381,102.300
2016.384,98.800
2016.386,99.500
2016.389,97.800
2016.392,97.400
2016.395,97.400
2016.397,94.300
2016.400,93.600
2016.403,91.700
2016.406,90.400
2016.408,87.700
2016.411,83.000
2016.414,86.200
2016.416,86.600
2016.419,86.000
2016.422,85.200
2016.425,83.200
2016.427,80.000
2016.430,79.100
2016.433,78.500
2016.436,78.500
2016.438,80.100
2016.441,85.200
2016.444,84.900
2016.447,88.200
2016.449,94.100
2016.452,91.000
2016.455,87.600
2016.458,87.300
2016.460,88.200
2016.463,86.600
2016.466,83.600
2016.469,85.200
2016.471,84.300
2016.474,80.200
2016.477,78.300
2016.480,77.500
2016.482,75.700
2016.485,77.100
2016.488,76.600
2016.490,75.400
2016.493,73.100
2016.496,73.600
2016.499,72.900
2016.501,72.000
2016.504,70.900
2016.507,72.300
2016.510,73.800
2016.512,72.400
2016.515,77.100
2016.518,83.300
2016.521,87.100
2016.523,92.200
2016.526,94.400
2016.529,94.700
2016.532,92.400
2016.534,96.800
2016.537,95.100
2016.540,102.100
2016.543,106.600
2016.545,105.200
2016.548,107.100
2016.551,100.800
2016.553,108.000
2016.556,100.100
2016.559,90.400
2016.562,86.200
2016.564,82.200
2016.567,73.600
2016.570,73.500
2016.573,71.600
2016.575,70.300
2016.578,70.500
2016.581,71.000
2016.584,71.500
2016.586,71.900
2016.589,74.900
2016.592,74.800
2016.595,76.300
2016.597,79.800
2016.600,83.100
2016.603,92.700
2016.606,96.400
2016.608,92.300
2016.611,95.000
2016.614,94.700
2016.616,94.800
2016.619,90.500
2016.622,87.200
2016.625,87.600
2016.627,86.500
2016.630,82.900
2016.633,82.400
2016.636,80.800
2016.638,78.100
2016.641,76.700
2016.644,80.000
2016.647,81.300
2016.649,78.000
2016.652,78.700
2016.655,81.900
2016.658,83.900
2016.660,85.400
2016.663,87.800
2016.666,100.400
2016.669,97.500
2016.671,95.200
2016.674,94.600
2016.677,99.000
2016.680,97.400
2016.682,93.800
2016.685,92.400
2016.688,93.000
2016.690,94.500
2016.693,91.000
2016.696,93.000
2016.699,86.400
2016.701,86.500
2016.704,86.000
2016.707,85.200
2016.710,84.400
2016.712,83.700
2016.715,80.300
2016.718,83.000
2016.721,82.600
2016.723,84.500
2016.726,85.500
2016.729,85.100
2016.732,85.500
2016.734,84.900
2016.737,84.600
2016.740,86.800
2016.743,85.600
2016.745,84.400
2016.748,82.700
2016.751,80.600
2016.753,81.000
2016.756,82.300
2016.759,87.800
2016.762,93.100
2016.764,99.300
2016.767,101.500
2016.770,104.200
2016.773,104.300
2016.775,104.500
2016.778,102.000
2016.781,99.200
2016.784,97.600
2016.786,95.300
2016.789,92.800
2016.792,84.900
2016.795,80.900
2016.797,76.200
2016.800,77.400
2016.803,76.500
2016.806,74.700
2016.808,77.800
2016.811,77.500
2016.814,76.900
2016.816,75.300
2016.819,77.800
2016.822,78.000
2016.825,78.900
2016.827,79.200
2016.830,79.100
2016.833,76.200
2016.836,76.700
2016.838,76.500
2016.841,76.000
2016.844,75.600
2016.847,76.700
2016.849,76.700
2016.852,76.200
2016.855,76.500
2016.858,76.900
2016.860,79.900
2016.863,80.200
2016.866,78.400
2016.869,78.400
2016.871,77.800
2016.874,77.300
2016.877,76.500
2016.880,80.900
2016.882,78.600
2016.885,77.600
2016.888,76.800
2016.890,76.400
2016.893,75.000
2016.896,77.300
2016.899,77.700
2016.901,79.000
2016.904,80.900
2016.907,81.200
2016.910,82.600
2016.912,85.200
2016.915,85.500
2016.918,83.600
2016.921,84.500
2016.923,84.400
2016.926,84.700
2016.929,82.400
2016.932,82.700
2016.934,79.800
2016.937,77.200
2016.940,74.800
2016.943,72.900
2016.945,72.200
2016.948,71.400
2016.951,70.800
2016.953,71.200
2016.956,72.400
2016.959,72.500
2016.962,72.600
2016.964,72.100
2016.967,72.300
2016.970,72.800
2016.973,74.900
2016.975,75.000
2016.978,74.800
2016.981,73.700
2016.984,73.100
2016.986,72.500
2016.989,73.800
2016.992,73.700
2016.995,73.300
2016.997,73.400
2017.000,73.600
2017.003,73.500
2017.003,72.500
2017.006,73.000
2017.008,73.400
2017.011,72.400
2017.014,73.300
2017.016,72.000
2017.019,72.000
2017.022,71.500
2017.025,71.200
2017.027,72.700
2017.030,74.500
2017.033,75.500
2017.036,74.900
2017.038,76.600
2017.041,77.500
2017.044,78.300
2017.047,78.600
2017.049,78.600
2017.052,79.500
2017.055,83.200
2017.058,86.100
2017.060,86.800
2017.063,84.100
2017.066,82.300
2017.069,85.100
2017.071,83.100
2017.074,80.300
2017.077,78.500
2017.080,76.600
2017.082,77.000
2017.085,76.000
2017.088,76.000
2017.090,75.300
2017.093,75.100
2017.096,74.000
2017.099,72.600
2017.101,72.500
2017.104,72.100
2017.107,73.100
2017.110,73.400
2017.112,74.000
2017.115,75.700
2017.118,76.200
2017.121,74.800
2017.123,74.500
2017.126,74.800
2017.129,74.000
2017.132,74.600
2017.134,76.600
2017.137,78.100
2017.140,80.700
2017.143,82.500
2017.145,83.200
2017.148,83.300
2017.151,82.100
2017.153,80.000
2017.156,79.000
2017.159,82.200
2017.162,81.600
2017.164,80.800
2017.167,79.100
2017.170,78.000
2017.173,75.200
2017.175,72.800
2017.178,72.400
2017.181,71.700
2017.184,70.600
2017.186,71.200
2017.189,71.000
2017.192,70.000
2017.195,70.100
2017.197,70.300
2017.200,69.600
2017.203,69.800
2017.206,70.500
2017.208,70.500
2017.211,70.200
2017.214,71.200
2017.216,72.700
2017.219,71.000
2017.222,72.500
2017.225,72.000
2017.227,72.300
2017.230,74.000
2017.233,77.200
2017.236,82.800
2017.238,83.700
2017.241,83.300
2017.244,85.900
2017.247,90.600
2017.249,101.000
2017.252,112.000
2017.255,107.900
2017.258,93.800
2017.260,84.600
2017.263,75.700
2017.266,73.900
2017.269,73.100
2017.271,74.400
2017.274,73.600
2017.277,74.600
2017.280,71.400
2017.282,73.500
2017.285,72.900
2017.288,73.000
2017.290,74.500
2017.293,75.200
2017.296,85.600
2017.299,80.900
2017.301,80.700
2017.304,82.200
2017.307,83.600
2017.310,82.500
2017.312,80.200
2017.315,81.300
2017.318,79.600
2017.321,78.200
2017.323,78.000
2017.326,77.000
2017.329,77.400
2017.332,75.300
2017.334,77.200
2017.337,74.900
2017.340,74.200
2017.343,73.500
2017.345,72.800
2017.348,71.700
2017.351,70.500
2017.353,68.900
2017.356,68.600
2017.359,69.100
2017.362,68.900
2017.364,70.400
2017.367,71.200
2017.370,70.600
2017.373,71.900
2017.375,71.400
2017.378,72.200
2017.381,72.300
2017.384,72.400
2017.386,73.500
2017.389,74.400
2017.392,76.000
2017.395,77.900
2017.397,76.100
2017.400,80.200
2017.403,81.900
2017.406,78.800
2017.408,75.800
2017.411,73.700
2017.414,74.100
2017.416,75.700
2017.419,78.200
2017.422,77.900
2017.425,77.700
2017.427,79.400
2017.430,75.400
2017.433,75.500
2017.436,74.000
2017.438,73.700
2017.441,74.700
2017.444,74.300
2017.447,75.200
2017.449,74.900
2017.452,74.100
2017.455,77.400
2017.458,73.500
2017.460,74.800
2017.463,74.900
2017.466,73.600
2017.469,74.400
2017.471,73.700
2017.474,73.700
2017.477,73.700
2017.480,74.100
2017.482,73.700
2017.485,73.700
2017.488,74.100
2017.490,72.100
2017.493,71.800
2017.496,71.500
2017.499,70.700
2017.501,71.200
2017.504,71.700
2017.507,71.800
2017.510,73.000
2017.512,75.900
2017.515,79.500
2017.518,86.600
2017.521,90.900
2017.523,95.100
2017.526,91.100
2017.529,90.200
2017.532,92.300
2017.534,93.900
2017.537,91.600
2017.540,86.500
2017.543,85.600
2017.545,78.200
2017.548,73.100
2017.551,70.200
2017.553,69.400
2017.556,69.500
2017.559,70.600
2017.562,70.100
2017.564,69.800
2017.567,68.600
2017.570,68.300
2017.573,69.500
2017.575,69.900
2017.578,69.500
2017.581,72.200
2017.584,73.500
2017.586,74.400
2017.589,75.100
2017.592,74.100
2017.595,74.100
2017.597,73.500
2017.600,72.700
2017.603,71.100
2017.606,71.500
2017.608,71.000
2017.611,69.800
2017.614,70.300
2017.616,68.200
2017.619,73.000
