Phase,Time (years),Teff (K),Luminosity (Lsun)
5,11462410574.113,3092.71,2250.99
5,11462410593.758,3106.55,2176.11
5,11462410621.029,3120.09,2103.21
5,11462410693.220,3121.34,2097.85
5,11462410720.855,3107.98,2170.86
5,11462410739.751,3094.52,2246.17
5,11462410755.506,3081.08,2324.05
5,11462410769.968,3067.44,2404.19
5,11462410783.708,3053.69,2486.83
5,11462410796.715,3039.79,2571.90
5,11462410809.501,3025.89,2659.77
5,11462410822.160,3011.99,2750.52
5,11462410834.846,2997.94,2843.90
5,11462410847.690,2983.56,2939.57
5,11462410860.762,2969.00,3037.86
5,11462410874.250,2954.42,3139.21
5,11462410888.358,2939.79,3243.61
5,11462410902.815,2925.16,3351.29
5,11462410918.308,2910.31,3461.67
5,11462410934.366,2895.55,3575.74
5,11462410951.569,2880.48,3692.28
5,11462410970.148,2865.49,3812.66
5,11462410990.246,2850.35,3936.11
5,11462411012.394,2835.09,4062.84
5,11462411036.993,2819.84,4193.28
5,11462411064.687,2804.67,4327.94
5,11462411096.305,2789.52,4466.65
5,11462411133.162,2774.25,4608.89
5,11462411179.609,2758.99,4755.32
5,11462411244.056,2744.14,4907.97
5,11462411351.148,2729.02,5063.68
5,11462411614.942,2734.83,4983.12
5,11462411708.374,2749.14,4825.82
5,11462411775.982,2763.55,4673.64
5,11462411830.206,2778.43,4527.99
5,11462411877.170,2793.23,4386.18
5,11462411919.967,2808.42,4250.09
5,11462411960.840,2823.50,4117.39
5,11462412000.886,2838.70,3989.02
5,11462412041.040,2853.67,3863.53
5,11462412081.481,2869.18,3743.60
5,11462412123.871,2883.95,3624.66
5,11462412169.391,2899.01,3510.19
5,11462412219.948,2913.60,3397.65
5,11462412280.181,2928.84,3290.42
5,11462412370.081,2943.32,3184.27
5,11462412650.278,2941.98,3198.57
5,11462412825.415,2927.07,3303.98
5,11462413252.741,2914.41,3394.00
5,11462413626.597,2928.72,3284.23
5,11462413873.612,2943.22,3178.34
5,11462414110.646,2957.66,3075.51
5,11462414383.556,2972.05,2975.75
5,11462414712.777,2986.55,2879.29
5,11462415135.633,3000.82,2785.32
5,11462415693.076,3014.77,2693.64
5,11462416376.089,3028.75,2604.89
5,11462417116.613,3042.78,2519.05
5,11462417925.678,3056.44,2435.29
5,11462418825.390,3070.10,2354.20
5,11462419835.566,3083.70,2275.65
5,11462420968.589,3097.20,2199.46
5,11462422221.946,3110.84,2125.96
5,11462423608.018,3124.15,2054.37
5,11462425123.409,3137.28,1984.91
5,11462426765.508,3150.68,1918.04
5,11462428530.269,3163.97,1853.25
5,11462430424.888,3176.89,1790.18
5,11462432447.053,3189.54,1728.94
5,11462434558.218,3203.03,1670.59
5,11462436789.390,3216.37,1614.02
5,11462439153.119,3229.28,1558.92
5,11462441611.869,3242.79,1506.16
5,11462444214.793,3255.53,1454.50
5,11462446881.989,3269.39,1405.48
5,11462449713.743,3282.09,1357.16
5,11462452621.695,3295.76,1311.18
5,11462455673.248,3308.99,1266.41
5,11462458874.706,3322.43,1223.27
5,11462462317.710,3335.70,1181.46
5,11462466139.771,3349.30,1141.26
5,11462470884.290,3363.02,1102.47
5,11462483695.387,3368.41,1089.12
5,11462489761.397,3355.14,1127.72
5,11462493992.612,3341.83,1167.65
5,11462497697.331,3328.47,1208.94
5,11462501134.332,3315.09,1251.62
5,11462504405.222,3301.73,1295.80
5,11462507580.182,3288.52,1341.60
5,11462510782.555,3275.22,1388.92
5,11462514033.791,3261.97,1437.90
5,11462517371.240,3248.86,1488.68
5,11462521025.478,3235.41,1540.89
5,11462525129.101,3222.21,1595.12
5,11462529673.645,3209.04,1651.23
5,11462534790.018,3195.72,1709.10
5,11462540854.737,3182.27,1768.78
5,11462548041.354,3168.88,1830.54
5,11462555185.019,3155.46,1894.35
5,11462562597.544,3141.94,1960.21
5,11462570894.683,3128.17,2027.90
5,11462581535.663,3114.13,2097.46
5,11462602160.783,3102.97,2151.12
5,11462636763.744,3094.05,2185.94
5,11462648408.826,3079.63,2260.02
5,11462657789.118,3065.07,2336.27
5,11462666582.556,3050.55,2415.06
5,11462676406.894,3035.47,2495.14
5,11462694988.467,3020.61,2566.66
5,11462702196.458,3033.52,2480.36
5,11462704006.257,3047.31,2398.19
5,11462704925.382,3061.10,2318.65
5,11462705386.827,3074.78,2241.49
5,11462705603.680,3085.52,2183.34
5,11462705641.922,3098.75,2113.50
5,11462705660.568,3112.34,2042.86
5,11462705673.816,3125.90,1974.48
5,11462705685.152,3139.34,1908.10
5,11462705695.509,3152.97,1844.11
5,11462705705.229,3166.00,1781.54
5,11462705714.582,3179.56,1721.60
5,11462705723.617,3193.08,1663.59
5,11462705732.405,3205.95,1606.81
5,11462705741.060,3219.34,1552.42
5,11462705749.565,3232.71,1499.79
5,11462705757.955,3245.93,1448.77
5,11462705766.222,3258.96,1399.28
5,11462705774.442,3272.70,1352.02
5,11462705782.537,3285.53,1305.62
5,11462705790.615,3298.96,1261.20
5,11462705798.632,3312.29,1218.18
5,11462705806.599,3325.35,1176.42
5,11462705814.590,3339.11,1136.50
5,11462705822.535,3352.40,1097.61
5,11462705830.462,3365.37,1059.85
5,11462705838.479,3379.16,1023.81
5,11462705846.516,3392.33,988.64
5,11462705854.619,3405.04,954.42
5,11462705862.953,3418.48,921.72
5,11462705871.567,3431.89,890.10
5,11462705880.784,3444.83,859.34
5,11462705891.808,3457.71,829.60
5,11462705913.873,3464.21,812.75
5,11462705923.823,3450.70,841.64
5,11462705927.879,3437.19,871.54
5,11462705931.901,3423.73,902.49
5,11462705935.922,3410.32,934.55
5,11462705939.253,3396.89,967.71
5,11462705942.369,3383.50,1002.04
5,11462705945.117,3370.27,1037.64
5,11462705947.831,3357.07,1074.50
5,11462705950.367,3343.84,1112.61
5,11462705952.845,3330.57,1152.03
5,11462705955.241,3317.24,1192.76
5,11462705957.554,3304.07,1235.00
5,11462705959.827,3290.95,1278.75
5,11462705962.043,3277.78,1323.96
5,11462705964.217,3264.57,1370.71
5,11462705966.364,3251.43,1419.11
5,11462705968.476,3238.46,1469.32
5,11462705970.565,3225.42,1521.21
5,11462705972.641,3212.35,1574.85
5,11462705974.705,3199.27,1630.31
5,11462705976.759,3186.17,1687.67
5,11462705978.816,3172.89,1746.79
5,11462705980.875,3159.61,1807.92
5,11462705982.935,3146.49,1871.32
5,11462705985.013,3133.28,1936.76
5,11462705987.111,3120.04,2004.37
5,11462705989.223,3106.76,2074.22
5,11462705991.390,3093.08,2145.87
5,11462705993.574,3079.47,2220.00
5,11462705995.809,3065.95,2296.75
5,11462705998.108,3052.16,2375.60
5,11462706000.462,3038.38,2457.06
5,11462706002.884,3024.72,2541.43
5,11462706005.435,3010.71,2627.92
5,11462706008.098,2996.35,2716.49
5,11462706010.837,2981.78,2807.45
5,11462706013.787,2967.99,2903.02
5,11462706016.928,2953.65,3000.39
5,11462706020.238,2938.84,3099.71
5,11462706023.946,2923.77,3201.40
5,11462706027.925,2909.14,3307.43
5,11462706032.344,2894.63,3417.08
5,11462706037.316,2879.16,3527.16
5,11462706043.246,2864.12,3641.93
5,11462706050.149,2849.01,3759.95
5,11462706058.287,2833.82,3881.22
5,11462706068.019,2818.63,4006.05
5,11462706079.758,2803.54,4135.03
5,11462706094.200,2788.55,4268.20
5,11462706111.631,2773.59,4405.43
5,11462706132.831,2759.09,4548.75
5,11462706158.828,2744.35,4695.31
5,11462706192.453,2729.95,4847.82
5,11462706240.352,2715.69,5005.56
5,11462706349.415,2700.98,5165.76
5,11462706540.590,2713.09,5012.33
5,11462706621.810,2726.73,4851.63
5,11462706688.803,2740.55,4696.53
5,11462706747.932,2754.60,4547.06
5,11462706801.556,2769.18,4404.20
5,11462706851.290,2784.00,4266.66
5,11462706898.138,2798.34,4131.14
5,11462706941.434,2813.44,4002.46
5,11462706981.810,2828.33,3876.74
5,11462707019.719,2843.13,3754.47
5,11462707055.059,2858.19,3636.58
5,11462707089.103,2873.13,3521.74
5,11462707122.948,2887.99,3410.07
5,11462707157.333,2902.79,3301.49
5,11462707192.972,2917.58,3196.18
5,11462707230.621,2932.56,3094.51
5,11462707272.251,2947.22,2995.08
5,11462707321.084,2961.61,2898.03
5,11462707389.294,2975.98,2803.94
5,11462707563.120,2975.42,2811.04
5,11462707637.553,2961.07,2905.44
5,11462707701.813,2946.68,3002.73
5,11462707769.932,2932.16,3102.77
5,11462707850.319,2917.22,3204.82
5,11462707992.647,2902.25,3309.89
5,11462708352.837,2909.75,3250.60
5,11462708517.886,2924.26,3146.05
5,11462708658.395,2938.83,3044.83
5,11462708792.530,2953.44,2946.78
5,11462708929.764,2968.09,2851.83
5,11462709082.413,2982.52,2759.30
5,11462709270.559,2996.70,2669.09
5,11462709541.396,3010.78,2581.52
5,11462710074.523,3025.04,2497.02
5,11462710777.436,3038.85,2414.37
5,11462711342.716,3052.68,2334.39
5,11462711890.048,3066.24,2256.56
5,11462712468.475,3080.13,2181.71
5,11462713102.224,3093.68,2108.76
5,11462713788.582,3107.28,2038.24
5,11462714521.674,3121.04,1970.21
5,11462715305.187,3134.37,1903.86
5,11462716133.467,3147.78,1839.76
5,11462717007.302,3161.33,1777.91
5,11462717938.107,3174.54,1717.72
5,11462718927.554,3187.76,1659.52
5,11462719985.266,3200.94,1603.21
5,11462721126.049,3214.14,1548.78
5,11462722378.138,3227.64,1496.41
5,11462723837.910,3240.84,1445.50
5,11462725716.803,3254.45,1396.63
5,11462731548.141,3262.45,1369.90
5,11462734895.659,3249.37,1418.29
5,11462737202.479,3235.95,1468.07
5,11462739262.011,3222.68,1519.69
5,11462741212.248,3209.37,1573.03
5,11462743116.383,3195.99,1628.12
5,11462745027.236,3182.67,1685.14
5,11462746973.348,3169.34,1744.10
5,11462748978.433,3155.93,1804.96
5,11462751075.193,3142.29,1867.59
5,11462753313.909,3128.79,1932.51
5,11462755708.580,3115.36,1999.70
5,11462758383.740,3101.63,2068.72
5,11462761640.486,3087.62,2139.61
5,11462765064.778,3073.77,2213.09
5,11462768630.926,3059.57,2288.39
5,11462772142.169,3045.61,2366.56
5,11462776421.509,3030.87,2445.77
5,11462781070.774,3016.57,2528.39
5,11462786059.432,3001.89,2612.80
5,11462791672.615,2986.72,2698.48
5,11462798010.908,2971.28,2785.24
5,11462805633.692,2955.64,2872.74
5,11462815165.172,2939.97,2955.29
5,11462829041.470,2939.96,2923.34
5,11462831331.966,2954.40,2829.69
5,11462832085.698,2968.68,2737.75
5,11462832367.810,2981.32,2659.86
5,11462832402.080,2992.69,2589.89
5,11462832415.083,3006.87,2505.34
5,11462832424.533,3020.64,2422.53
5,11462832432.363,3034.62,2342.71
5,11462832439.687,3048.49,2265.23
5,11462832446.702,3062.58,2190.57
5,11462832453.515,3076.20,2117.57
5,11462832460.190,3090.03,2047.20
5,11462832466.762,3103.41,1978.50
5,11462832473.299,3117.11,1912.42
5,11462832479.786,3130.58,1848.20
5,11462832486.219,3143.95,1785.96
5,11462832492.630,3157.74,1726.23
5,11462832498.996,3170.99,1667.84
5,11462832505.351,3184.49,1611.62
5,11462832511.672,3197.81,1557.08
5,11462832517.990,3211.21,1504.39
5,11462832524.251,3224.52,1453.37
5,11462832530.520,3238.13,1404.27
5,11462832536.742,3251.07,1356.26
5,11462832543.015,3264.53,1310.26
5,11462832549.234,3277.71,1265.57
5,11462832555.476,3291.07,1222.49
5,11462832561.744,3304.53,1180.90
5,11462832568.020,3317.59,1140.44
5,11462832574.358,3331.02,1101.57
5,11462832580.769,3344.62,1064.08
5,11462832587.248,3357.88,1027.64
5,11462832593.859,3371.30,992.51
5,11462832600.700,3384.60,958.49
5,11462832607.944,3397.76,925.54
5,11462832615.823,3410.95,893.71
5,11462832625.570,3423.83,862.82
5,11462832645.191,3427.10,853.77
5,11462832653.232,3413.22,883.88
5,11462832657.137,3399.39,915.05
5,11462832661.043,3385.63,947.32
5,11462832664.522,3372.05,980.80
5,11462832667.456,3358.71,1015.57
5,11462832669.981,3345.56,1051.65
5,11462832672.439,3332.46,1089.00
5,11462832674.657,3318.86,1127.34
5,11462832676.833,3305.42,1167.09
5,11462832678.873,3292.33,1208.45
5,11462832680.859,3279.16,1251.19
5,11462832682.791,3265.91,1295.33
5,11462832684.653,3252.70,1341.03
5,11462832686.487,3239.56,1388.35
5,11462832688.281,3226.52,1437.38
5,11462832690.045,3213.24,1487.87
5,11462832691.790,3199.99,1540.13
5,11462832693.514,3186.87,1594.30
5,11462832695.220,3173.79,1650.35
5,11462832696.923,3160.55,1708.15
5,11462832698.624,3147.22,1767.81
5,11462832700.320,3134.10,1829.75
5,11462832702.025,3120.75,1893.50
5,11462832703.738,3107.46,1959.48
5,11462832705.458,3094.31,2027.87
5,11462832707.214,3080.64,2097.84
5,11462832708.975,3066.94,2170.11
5,11462832710.784,3053.60,2245.31
5,11462832712.625,3039.97,2322.57
5,11462832714.508,3026.02,2401.83
5,11462832716.457,3012.16,2483.84
5,11462832718.488,2998.09,2568.15
5,11462832720.583,2983.96,2655.05
5,11462832722.785,2969.75,2744.59
5,11462832725.098,2955.46,2836.81
5,11462832727.539,2941.08,2931.76
5,11462832730.172,2926.58,3029.43
5,11462832733.071,2912.16,3130.38
5,11462832736.136,2897.74,3234.48
5,11462832739.562,2882.95,3340.78
5,11462832743.501,2868.01,3449.89
5,11462832747.980,2853.26,3562.92
5,11462832753.107,2838.62,3679.78
5,11462832759.034,2823.94,3800.05
5,11462832766.306,2809.41,3924.54
5,11462832774.941,2795.14,4053.78
5,11462832784.594,2780.94,4187.25
5,11462832796.271,2767.04,4326.00
5,11462832809.646,2753.36,4469.96
5,11462832825.011,2740.19,4620.48
5,11462832842.641,2726.92,4775.42
5,11462832863.552,2714.20,4937.57
5,11462832888.636,2701.71,5105.89
5,11462832920.502,2689.84,5282.38
5,11462832964.072,2677.99,5464.78
5,11462833037.358,2666.97,5656.53
5,11462833249.350,2671.91,5593.08
5,11462833335.044,2683.52,5405.52
5,11462833401.516,2695.11,5223.94
5,11462833459.309,2706.97,5049.28
5,11462833511.533,2719.06,4881.14
5,11462833559.512,2731.35,4719.14
5,11462833604.149,2744.15,4564.21
5,11462833645.925,2757.47,4416.18
5,11462833685.948,2770.43,4271.30
5,11462833725.045,2783.47,4131.27
5,11462833762.965,2797.71,3999.68
5,11462833802.027,2811.32,3869.91
5,11462833842.592,2825.42,3745.72
5,11462833886.428,2839.47,3625.13
5,11462833935.469,2854.42,3510.99
5,11462833994.897,2869.06,3399.27
5,11462834091.365,2883.58,3290.57
5,11462834338.207,2876.99,3343.08
5,11462834489.791,2862.37,3453.08
5,11462834899.779,2858.80,3478.59
5,11462835113.117,2873.13,3366.92
5,11462835282.702,2887.54,3258.88
5,11462835448.985,2902.05,3154.34
5,11462835628.175,2916.34,3052.43
5,11462835832.115,2930.67,2953.73
5,11462836080.669,2945.09,2858.29
5,11462836401.539,2959.47,2765.66
5,11462836812.149,2973.42,2675.01
5,11462837257.944,2987.39,2587.23
5,11462837709.306,3001.67,2502.82
5,11462838169.321,3015.84,2420.83
5,11462838647.925,3029.63,2340.75
5,11462839148.678,3043.41,2263.20
5,11462839676.012,3057.19,2188.12
5,11462840233.031,3070.94,2115.40
5,11462840822.115,3084.60,2044.88
5,11462841442.175,3098.30,1976.69
5,11462842096.514,3111.98,1910.66
5,11462842789.856,3125.45,1846.52
5,11462843525.431,3138.90,1784.43
5,11462844307.631,3152.55,1724.60
5,11462845154.240,3166.09,1666.59
5,11462846105.317,3179.39,1610.24
5,11462847235.461,3193.01,1556.04
5,11462848971.671,3206.54,1503.55
5,11462853590.883,3203.95,1516.28
5,11462855607.897,3190.75,1569.53
5,11462857270.052,3177.27,1624.31
5,11462858790.745,3163.71,1680.88
5,11462860265.229,3150.17,1739.37
5,11462861727.882,3136.70,1799.90
5,11462863206.202,3123.22,1862.46
5,11462864721.477,3109.65,1927.01
5,11462866304.685,3095.98,1993.59
5,11462867985.318,3082.42,2062.53
5,11462869796.852,3068.56,2133.33
5,11462871765.670,3054.85,2206.69
5,11462873974.578,3041.04,2282.21
5,11462876425.708,3027.38,2360.47
5,11462879081.360,3013.56,2440.81
5,11462881923.840,2999.80,2523.73
5,11462884985.704,2986.23,2608.87
5,11462888331.281,2972.50,2696.73
5,11462891894.706,2959.04,2787.89
5,11462895981.966,2945.92,2882.34
5,11462900582.102,2934.92,2977.68
5,11462906019.769,2926.57,3079.74
5,11462912826.419,2925.87,3186.38
5,11462919147.026,2941.75,3268.51
5,11462923218.551,2967.36,3313.92
